"vehicle_id","label","license_plate","vehicle_category_id","onboard_avm_model"
"9327U","9327","GV223VF","55","SWARCO NEXT"
"9328U","9328","GV224VF","55","SWARCO NEXT"
"9329U","9329","GV225VF","55","SWARCO NEXT"
"9330U","9330","GV226VF","55","SWARCO NEXT"
"9331U","9331","GV227VF","55","SWARCO NEXT"
"9332U","9332","GV228VF","55","SWARCO NEXT"
"9333U","9333","GV229VF","55","SWARCO NEXT"
"9334U","9334","GV230VF","55","SWARCO NEXT"
"9335U","9335","GV231VF","55","SWARCO NEXT"
"9336U","9336","GV232VF","55","SWARCO NEXT"
"9337U","9337","GV233VF","55","SWARCO NEXT"
"9338U","9338","GV234VF","55","SWARCO NEXT"
"9339U","9339","GV235VF","55","SWARCO NEXT"
"9340U","9340","GV236VF","55","SWARCO NEXT"
"9341U","9341","GV237VF","55","SWARCO NEXT"
"9342U","9342","GV238VF","55","SWARCO NEXT"
"9343U","9343","GV239VF","55","SWARCO NEXT"
"9344U","9344","GV240VF","55","SWARCO NEXT"
"9345U","9345","GV241VF","55","SWARCO NEXT"
"9346U","9346","GV205VF","55","SWARCO NEXT"
"9347U","9347","GV206VF","55","SWARCO NEXT"
"9348U","9348","GV207VF","55","SWARCO NEXT"
"9349U","9349","GV208VF","55","SWARCO NEXT"
"9350U","9350","GV209VF","55","SWARCO NEXT"
"9351U","9351","GV210VF","55","SWARCO NEXT"
"9352U","9352","GV211VF","55","SWARCO NEXT"
"9353U","9353","GV212VF","55","SWARCO NEXT"
"9354U","9354","GV213VF","55","SWARCO NEXT"
"9355U","9355","GV214VF","55","SWARCO NEXT"
"9356U","9356","GV215VF","55","SWARCO NEXT"
"9400U","9400","GW073NK","56","SWARCO NEXT"
"9401U","9401","GW226NK","56","SWARCO NEXT"
"9402U","9402","GW227NK","56","SWARCO NEXT"
"9403U","9403","GW229NK","56","SWARCO NEXT"
"9404U","9404","GW228NK","56","SWARCO NEXT"
"9405U","9405","GW231NK","56","SWARCO NEXT"
"9406U","9406","GW230NK","56","SWARCO NEXT"
"9407U","9407","GW176NK","56","SWARCO NEXT"
"9408U","9408","GW175NK","56","SWARCO NEXT"
"9409U","9409","GW174NK","56","SWARCO NEXT"
"9410U","9410","GW232NK","56","SWARCO NEXT"
"9411U","9411","GW173NK","56","SWARCO NEXT"
"9412U","9412","GW172NK","56","SWARCO NEXT"
"9413U","9413","GW233NK","56","SWARCO NEXT"
"9414U","9414","GW202NK","56","SWARCO NEXT"
"9415U","9415","GW170NK","56","SWARCO NEXT"
"9416U","9416","GW204NK","56","SWARCO NEXT"
"9417U","9417","GW205NK","56","SWARCO NEXT"
"9418U","9418","GW169NK","56","SWARCO NEXT"
"9419U","9419","GW168NK","56","SWARCO NEXT"
"9420U","9420","GW167NK","56","SWARCO NEXT"
"9421U","9421","GW166NK","56","SWARCO NEXT"
"9422U","9422","GW206NK","56","SWARCO NEXT"
"9423U","9423","GW177NK","56","SWARCO NEXT"
"9424U","9424","GW235NK","56","SWARCO NEXT"
"9425U","9425","GW234NK","56","SWARCO NEXT"
"9426U","9426","GW236NK","56","SWARCO NEXT"
"9427U","9427","GW237NK","56","SWARCO NEXT"
"9428U","9428","GW238NK","56","SWARCO NEXT"
"9429U","9429","GW171NK","56","SWARCO NEXT"
"9430U","9430","GW201NK","56","SWARCO NEXT"
"9431U","9431","GW200NK","56","SWARCO NEXT"
"9432U","9432","GW203NK","56","SWARCO NEXT"
"9433U","9433","GW150NK","56","SWARCO NEXT"
"9434U","9434","GW151NK","56","SWARCO NEXT"
"9435U","9435","GW152NK","56","SWARCO NEXT"
"9436U","9436","GW153NK","56","SWARCO NEXT"
"9437U","9437","GW154NK","56","SWARCO NEXT"
"9438U","9438","GW155NK","56","SWARCO NEXT"
"9439U","9439","GW156NK","56","SWARCO NEXT"
"9440U","9440","GW157NK","56","SWARCO NEXT"
"9441U","9441","GW158NK","56","SWARCO NEXT"
"9442U","9442","GW159NK","56","SWARCO NEXT"
"9443U","9443","GW207NK","56","SWARCO NEXT"
"9444U","9444","GW160NK","56","SWARCO NEXT"
"9445U","9445","GW161NK","56","SWARCO NEXT"
"9446U","9446","GW162NK","56","SWARCO NEXT"
"9447U","9447","GW208NK","56","SWARCO NEXT"
"9448U","9448","GW163NK","56","SWARCO NEXT"
"9449U","9449","GW164NK","56","SWARCO NEXT"
"9450U","9450","GW209NK","56","SWARCO NEXT"
"9451U","9451","GW165NK","56","SWARCO NEXT"
"9452U","9452","GW143NK","56","SWARCO NEXT"
"9453U","9453","GW144NK","56","SWARCO NEXT"
"9454U","9454","GW145NK","56","SWARCO NEXT"
"9455U","9455","GW210NK","56","SWARCO NEXT"
"9456U","9456","GW146NK","56","SWARCO NEXT"
"9457U","9457","GW147NK","56","SWARCO NEXT"
"9458U","9458","GW148NK","56","SWARCO NEXT"
"9459U","9459","GW149NK","56","SWARCO NEXT"
"9460U","9460","GW211NK","56","SWARCO NEXT"
"9461U","9461","GW212NK","56","SWARCO NEXT"
"9462U","9462","GW213NK","56","SWARCO NEXT"
"9463U","9463","GW214NK","56","SWARCO NEXT"
"9464U","9464","GW215NK","56","SWARCO NEXT"
"9465U","9465","GW216NK","56","SWARCO NEXT"
"9466U","9466","GW217NK","56","SWARCO NEXT"
"9467U","9467","GW218NK","56","SWARCO NEXT"
"9468U","9468","GW219NK","56","SWARCO NEXT"
"9469U","9469","GW220NK","56","SWARCO NEXT"
"9470U","9470","GW221NK","56","SWARCO NEXT"
"9471U","9471","GW223NK","56","SWARCO NEXT"
"9472U","9472","GW222NK","56","SWARCO NEXT"
"9473U","9473","GW224NK","56","SWARCO NEXT"
"9474U","9474","GW225NK","56","SWARCO NEXT"
"9475U","9475","GY304HG","56","SWARCO NEXT"
"9476U","9476","GY443HG","56","SWARCO NEXT"
"9477U","9477","9477","56","SWARCO NEXT"
"9478U","9478","GY350HG","56","SWARCO NEXT"
"9479U","9479","GY351HG","56","SWARCO NEXT"
"9480U","9480","GY352HG","56","SWARCO NEXT"
"9481U","9481","GY353HG","56","SWARCO NEXT"
"9482U","9482","9482","56","SWARCO NEXT"
"9483U","9483","GY354HG","56","SWARCO NEXT"
"9484U","9484","GY355HG","56","SWARCO NEXT"
"9485U","9485","GY356HG","56","SWARCO NEXT"
"9486U","9486","GY357HG","56","SWARCO NEXT"
"9487U","9487","GY445HG","56","SWARCO NEXT"
"9488U","9488","GY358HG","56","SWARCO NEXT"
"9489U","9489","GY446HG","56","SWARCO NEXT"
"9490U","9490","9490","56","SWARCO NEXT"
"9491U","9491","GW554NK","56","SWARCO NEXT"
"9492U","9492","GY360HG","56","SWARCO NEXT"
"9493U","9493","GW555NK","56","SWARCO NEXT"
"9494U","9494","GW556NK","56","SWARCO NEXT"
"9495U","9495","9495","56","SWARCO NEXT"
"9496U","9496","GW558NK","56","SWARCO NEXT"
"9497U","9497","GW559NK","56","SWARCO NEXT"
"9498U","9498","9498","56","SWARCO NEXT"
"9499U","9499","GW561NK","56","SWARCO NEXT"
"9500U","9500","9500","56","SWARCO NEXT"
"9501U","9501","9501","56","SWARCO NEXT"
"9502U","9502","9502","56","SWARCO NEXT"
"9503U","9503","9503","56","SWARCO NEXT"
"9504U","9504","GY300HG","56","SWARCO NEXT"
"9505U","9505","GY301HG","56","SWARCO NEXT"
"9506U","9506","GY302HG","56","SWARCO NEXT"
"9507U","9507","GY303HG","56","SWARCO NEXT"
"9508U","9508","GY362HG","56","SWARCO NEXT"
"9509U","9509","GY447HG","56","SWARCO NEXT"
"9510U","9510","GW563NK","56","SWARCO NEXT"
"9511U","9511","GW564NK","56","SWARCO NEXT"
"9512U","9512","GW565NK","56","SWARCO NEXT"
"9513U","9513","9513","56","SWARCO NEXT"
"9514U","9514","9514","56","SWARCO NEXT"
"9515U","9515","GY363HG","56","SWARCO NEXT"
"9516U","9516","GY448HG","56","SWARCO NEXT"
"9517U","9517","GW568NK","56","SWARCO NEXT"
"9518U","9518","GY449HG","56","SWARCO NEXT"
"9519U","9519","9519","56","SWARCO NEXT"
"9520U","9520","GY452HG","56","SWARCO NEXT"
"9521U","9521","9521","56","SWARCO NEXT"
"9522U","9522","GY364HG","56","SWARCO NEXT"
"9523U","9523","9523","56","SWARCO NEXT"
"9524U","9524","9524","56","SWARCO NEXT"
"9525U","9525","GY365HG","56","SWARCO NEXT"
"9526U","9526","GY366HG","56","SWARCO NEXT"
"9527U","9527","GY453HG","56","SWARCO NEXT"
"9528U","9528","GY454HG","56","SWARCO NEXT"
"9529U","9529","HA001PH","56","SWARCO NEXT"
"9530U","9530","GY367HG","56","SWARCO NEXT"
"9531U","9531","GY368HG","56","SWARCO NEXT"
"9532U","9532","HA002PH","56","SWARCO NEXT"
"9533U","9533","HA003PH","56","SWARCO NEXT"
"9534U","9534","GY450HG","56","SWARCO NEXT"
"9535U","9535","GY369HG","56","SWARCO NEXT"
"9600U","9600","HA141PH","58","SWARCO NEXT"
"9601U","9601","HA142PH","58","SWARCO NEXT"
"9602U","9602","HA143PH","58","SWARCO NEXT"
"9603U","9603","HA144PH","58","SWARCO NEXT"
"9604U","9604","HA145PH","58","SWARCO NEXT"
"9605U","9605","HA146PH","58","SWARCO NEXT"
"9606U","9606","HA147PH","58","SWARCO NEXT"
"9607U","9607","HA148PH","58","SWARCO NEXT"
"9608U","9608","HA149PH","58","SWARCO NEXT"
"9609U","9609","HA150PH","58","SWARCO NEXT"
"9610U","9610","HA151PH","58","SWARCO NEXT"
"9611U","9611","9611","58","SWARCO NEXT"
"9612U","9612","HA153PH","58","SWARCO NEXT"
"9613U","9613","HA154PH","58","SWARCO NEXT"
"9614U","9614","HA155PH","58","SWARCO NEXT"
"9615U","9615","HA156PH","58","SWARCO NEXT"
"9616U","9616","HA182PH","58","SWARCO NEXT"
"9617U","9617","HA157PH","58","SWARCO NEXT"
"9618U","9618","HA158PH","58","SWARCO NEXT"
"9619U","9619","HA159PH","58","SWARCO NEXT"
"9620U","9620","HA160PH","58","SWARCO NEXT"
"9621U","9621","9621","58","SWARCO NEXT"
"9622U","9622","HA431PH","58","SWARCO NEXT"
"9623U","9623","9623","58","SWARCO NEXT"
"9624U","9624","9624","58","SWARCO NEXT"
"9625U","9625","9625","58","SWARCO NEXT"
"9626U","9626","9626","58","SWARCO NEXT"
"9627U","9627","9627","58","SWARCO NEXT"
"9628U","9628","9628","58","SWARCO NEXT"
"9629U","9629","9629","58","SWARCO NEXT"
"9630U","9630","HA438PH","58","SWARCO NEXT"
"9631U","9631","9631","58","SWARCO NEXT"
"9632U","9632","9632","58","SWARCO NEXT"
"9633U","9633","9633","58","SWARCO NEXT"
"9634U","9634","9634","58","SWARCO NEXT"
"9635U","9635","9635","58","SWARCO NEXT"
"9636U","9636","9636","58","SWARCO NEXT"
"9637U","9637","9637","58","SWARCO NEXT"
"9638U","9638","9638","58","SWARCO NEXT"
"9639U","9639","9639","58","SWARCO NEXT"
"9640U","9640","9640","58","SWARCO NEXT"
"9641U","9641","9641","58","SWARCO NEXT"
"9642U","9642","9642","58","SWARCO NEXT"
"9643U","9643","9643","58","SWARCO NEXT"
"9644U","9644","9644","58","SWARCO NEXT"
"9645U","9645","9645","58","SWARCO NEXT"
"9646U","9646","9646","58","SWARCO NEXT"
"9647U","9647","9647","58","SWARCO NEXT"
"9648U","9648","9648","58","SWARCO NEXT"
"9649U","9649","9649","58","SWARCO NEXT"
"9650U","9650","9650","58","SWARCO NEXT"
"9651U","9651","9651","58","SWARCO NEXT"
"9652U","9652","9652","58","SWARCO NEXT"
"9653U","9653","9653","58","SWARCO NEXT"
"9654U","9654","9654","58","SWARCO NEXT"
"9655U","9655","9655","58","SWARCO NEXT"
"9656U","9656","9656","58","SWARCO NEXT"
"9657U","9657","9657","58","SWARCO NEXT"
"9658U","9658","9658","58","SWARCO NEXT"
"9659U","9659","9659","58","SWARCO NEXT"
"9660U","9660","9660","58","SWARCO NEXT"
"9661U","9661","9661","58","SWARCO NEXT"
"9662U","9662","9662","58","SWARCO NEXT"
"9700U","9700","9700","59","SWARCO NEXT"
"9701U","9701","9701","59","SWARCO NEXT"
"9702U","9702","9702","59","SWARCO NEXT"
"9703U","9703","9703","59","SWARCO NEXT"
"9704U","9704","9704","59","SWARCO NEXT"
"9705U","9705","9705","59","SWARCO NEXT"
"9706U","9706","9706","59","SWARCO NEXT"
"9707U","9707","9707","59","SWARCO NEXT"
"9708U","9708","9708","59","SWARCO NEXT"
"9709U","9709","9709","59","SWARCO NEXT"
"9710U","9710","9710","59","SWARCO NEXT"
"9711U","9711","9711","59","SWARCO NEXT"
"9712U","9712","9712","59","SWARCO NEXT"
"9713U","9713","9713","59","SWARCO NEXT"
"9714U","9714","9714","59","SWARCO NEXT"
"9715U","9715","9715","59","SWARCO NEXT"
"9716U","9716","9716","59","SWARCO NEXT"
"9717U","9717","9717","59","SWARCO NEXT"
"9718U","9718","9718","59","SWARCO NEXT"
"9719U","9719","9719","59","SWARCO NEXT"
"9720U","9720","9720","59","SWARCO NEXT"
"9721U","9721","9721","59","SWARCO NEXT"
"9722U","9722","9722","59","SWARCO NEXT"
"9723U","9723","9723","59","SWARCO NEXT"
"9724U","9724","9724","59","SWARCO NEXT"
"9725U","9725","9725","59","SWARCO NEXT"
"9726U","9726","9726","59","SWARCO NEXT"
"9727U","9727","9727","59","SWARCO NEXT"
"9901U","9901","9901","99","SWARCO NEXT"
"9902U","9902","9902","99","Elsag NM200"
"9903U","9903","9903","99","Elsag NM200"
"9904U","9904","9904","99","Elsag NM200"
"9980U","9980","9980","99","SWARCO NEXT"
"9995U","9995","9995","99","SWARCO NEXT"
"9996U","9996","9996","99","SWARCO NEXT"
"13189U","13189","GP562SS","210","SWARCO NEXT"
"13190U","13190","GP563SS","210","SWARCO NEXT"
"13191U","13191","GP565SS","210","SWARCO NEXT"
"13192U","13192","GP566SS","210","SWARCO NEXT"
"13193U","13193","GP564SS","210","SWARCO NEXT"
"13195U","13195","GS283YJ","211","SWARCO NEXT"
"13196U","13196","GS463YJ","211","SWARCO NEXT"
"14008U","14008","GS644YJ","109","SWARCO NEXT"
"14009U","14009","GS645YJ","109","SWARCO NEXT"
"14011U","14011","GS308YJ","108","SWARCO NEXT"
"14016U","14016","GS679YJ","107","SWARCO NEXT"
"14017U","14017","GS678YJ","107","SWARCO NEXT"
"14018U","14018","GS676YJ","107","SWARCO NEXT"
"14019U","14019","GS675YJ","107","SWARCO NEXT"
"14020U","14020","GS677YJ","107","SWARCO NEXT"
"15026U","15026","15026","131","SWARCO NEXT"
"15028U","15028","15028","131","Elsag NM200"
"15032U","15032","15032","131","Elsag NM200"
"15033U","15033","15033","131","Elsag NM200"
"15566U","15566","15566","130","SWARCO NEXT"
"15567U","15567","15567","130","SWARCO NEXT"
"15568U","15568","15568","130","SWARCO NEXT"
"15569U","15569","15569","130","SWARCO NEXT"
"15570U","15570","15570","130","SWARCO NEXT"
"15997U","15997","15997","131","Elsag NM200"
"16292U","16292","GL242SC","145","SWARCO NEXT"
"16293U","16293","GL113SC","145","SWARCO NEXT"
"16313U","16313","GP527SS","145","SWARCO NEXT"
"16314U","16314","GP528SS","145","SWARCO NEXT"
"16315U","16315","GP529SS","145","SWARCO NEXT"
"16316U","16316","GP534SS","145","SWARCO NEXT"
"16317U","16317","GP535SS","145","SWARCO NEXT"
"16326U","16326","16326","148","SWARCO NEXT"
"16328U","16328","16328","149","SWARCO NEXT"
"16341U","16341","16341","149","SWARCO NEXT"
"16342U","16342","16342","149","SWARCO NEXT"
"19021U","19021","GM172VM","193","SWARCO NEXT"
"19022U","19022","GM173VM","193","SWARCO NEXT"
"19023U","19023","GN134RN","193","SWARCO NEXT"
"19024U","19024","GP888SS","194","SWARCO NEXT"
"19025U","19025","GP887SS","194","SWARCO NEXT"
"19026U","19026","GS310DA","195","SWARCO NEXT"
"19027U","19027","GS311DA","195","SWARCO NEXT"
"19028U","19028","GS312DA","195","SWARCO NEXT"
"19029U","19029","GS313DA","195","SWARCO NEXT"
"19030U","19030","GS314DA","195","SWARCO NEXT"
"19031U","19031","GV278ML","194","SWARCO NEXT"
