"timetable_page_id","timetable_page_label","filename"
"5319E_Di","LINEA 5319 - Campo - Muraglio - Rivarolo - Bosconero (EATON LIVIA)","5319E_Di.html"
"5322E_As","LINEA 5322 - Cuorgne' - Alpette","5322E_As.html"
"5322E_Di","LINEA 5322 - Cuorgne' - Alpette","5322E_Di.html"
"5379E_As","LINEA 5379 - Servizio Scuolabus Cirie' - Rivarolo","5379E_As.html"
"5379E_Di","LINEA 5379 - Servizio Scuolabus Cirie' - Rivarolo","5379E_Di.html"
"53U_As","LINEA 53 - feriale, ospedale San Vincenzo - corso San Maurizio","53U_As.html"
"53U_Di","LINEA 53 - feriale, ospedale San Vincenzo - corso San Maurizio","53U_Di.html"
"54U_As","LINEA 54 - corso Gabetti (feriale)/Mongreno (festivo) - str. del Mainero (feriale)/p.le Adua (festivo)","54U_As.html"
"54U_Di","LINEA 54 - corso Gabetti (feriale)/Mongreno (festivo) - str. del Mainero (feriale)/p.le Adua (festivo)","54U_Di.html"
"55U_As","LINEA 55 - via Moncalieri (Grugliasco) - corso Farini","55U_As.html"
"55U_Di","LINEA 55 - via Moncalieri (Grugliasco) - corso Farini","55U_Di.html"
"56U_As","LINEA 56 - corso Tirreno (Grugliasco) - largo Tabacchi","56U_As.html"
"56U_Di","LINEA 56 - corso Tirreno (Grugliasco) - largo Tabacchi","56U_Di.html"
"58BU_As","LINEA 58 / - via Grosso - via Bertola","58BU_As.html"
"58BU_Di","LINEA 58 / - via Grosso - via Bertola","58BU_Di.html"
"58U_As","LINEA 58 - feriale, via Allason - via Bertola","58U_As.html"
"58U_Di","LINEA 58 - feriale, via Allason - via Bertola","58U_Di.html"
"59BU_As","LINEA 59 / - piazzale Vallette - piazza Solferino","59BU_As.html"
"59BU_Di","LINEA 59 / - piazzale Vallette - piazza Solferino","59BU_Di.html"
"59U_As","LINEA 59 - piazza Oropa (Druento) - piazza Solferino","59U_As.html"
"59U_Di","LINEA 59 - piazza Oropa (Druento) - piazza Solferino","59U_Di.html"
"5U_As","LINEA 5 - piazza Dalla Chiesa (Orbassano) - piazza Arbarello","5U_As.html"
"5U_Di","LINEA 5 - piazza Dalla Chiesa (Orbassano) - piazza Arbarello","5U_Di.html"
"60U_As","LINEA 60 - via Paris - corso Inghilterra","60U_As.html"
"60U_Di","LINEA 60 - via Paris - corso Inghilterra","60U_Di.html"
"61U_As","LINEA 61 - via Mezzaluna (San Mauro T.se) - corso Vittorio Emanuele II","61U_As.html"
"61U_Di","LINEA 61 - via Mezzaluna (San Mauro T.se) - corso Vittorio Emanuele II","61U_Di.html"
"62U_As","LINEA 62 - piazza Sofia - piazzale Caio Mario","62U_As.html"
"62U_Di","LINEA 62 - piazza Sofia - piazzale Caio Mario","62U_Di.html"
"63BU_As","LINEA 63 / - piazzale Caio Mario - stazione Lingotto","63BU_As.html"
"63BU_Di","LINEA 63 / - piazzale Caio Mario - stazione Lingotto","63BU_Di.html"
"63U_As","LINEA 63 - via Negarville - piazza Solferino","63U_As.html"
"63U_Di","LINEA 63 - via Negarville - piazza Solferino","63U_Di.html"
"64U_As","LINEA 64 - via Napoli (Grugliasco) - corso Vittorio Emanuele II","64U_As.html"
