"timetable_id","route_id","direction_id","start_date","end_date","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_time","end_time","timetable_label","service_notes","orientation","timetable_page_id","timetable_sequence","direction_name","include_exceptions","show_trip_continuation"
"395","3023E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Vallecerrina - Asti","sabato","horizontal","3023E_Di","1","","0","0"
"396","3023E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Vallecerrina - Asti","domenica e festivi","horizontal","3023E_Di","2","","0","0"
"397","3092E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Forno - Torino","dal lunedì al venerdì","horizontal","3092E_As","0","","0","0"
"398","3092E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Forno - Torino","sabato","horizontal","3092E_As","1","","0","0"
"399","3092E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Forno - Torino","domenica e festivi","horizontal","3092E_As","2","","0","0"
"400","3092E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Forno","dal lunedì al venerdì","horizontal","3092E_Di","0","","0","0"
"401","3092E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Forno","sabato","horizontal","3092E_Di","1","","0","0"
"402","3092E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Forno","domenica e festivi","horizontal","3092E_Di","2","","0","0"
"403","3096E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Sciolze - Gassino","dal lunedì al venerdì","horizontal","3096E_As","0","","0","0"
"404","3096E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Sciolze - Gassino","sabato","horizontal","3096E_As","1","","0","0"
"405","3096E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Sciolze - Gassino","domenica e festivi","horizontal","3096E_As","2","","0","0"
"406","3096E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Gassino - Sciolze","dal lunedì al venerdì","horizontal","3096E_Di","0","","0","0"
"407","3096E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Gassino - Sciolze","sabato","horizontal","3096E_Di","1","","0","0"
"408","3096E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Gassino - Sciolze","domenica e festivi","horizontal","3096E_Di","2","","0","0"
"409","3105E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso - Asti","dal lunedì al venerdì","horizontal","3105E_As","0","","0","0"
"410","3105E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso - Asti","sabato","horizontal","3105E_As","1","","0","0"
"411","3105E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso - Asti","domenica e festivi","horizontal","3105E_As","2","","0","0"
"412","3105E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Asti - Chivasso","dal lunedì al venerdì","horizontal","3105E_Di","0","","0","0"
"413","3105E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Asti - Chivasso","sabato","horizontal","3105E_Di","1","","0","0"
"414","3105E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Asti - Chivasso","domenica e festivi","horizontal","3105E_Di","2","","0","0"
"415","3106E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Crescentino - Torino Fiat Mirafiori","dal lunedì al venerdì","horizontal","3106E_As","0","","0","0"
"416","3106E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Crescentino - Torino Fiat Mirafiori","sabato","horizontal","3106E_As","1","","0","0"
"417","3106E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Crescentino - Torino Fiat Mirafiori","domenica e festivi","horizontal","3106E_As","2","","0","0"
"418","3106E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino Fiat Mirafiori - Crescentino","dal lunedì al venerdì","horizontal","3106E_Di","0","","0","0"
"419","3106E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino Fiat Mirafiori - Crescentino","sabato","horizontal","3106E_Di","1","","0","0"
"420","3106E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino Fiat Mirafiori - Crescentino","domenica e festivi","horizontal","3106E_Di","2","","0","0"
"421","3107E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Piovà Massaia - Chivasso - Gassino - Settimo - Torino","dal lunedì al venerdì","horizontal","3107E_As","0","","0","0"
"422","3107E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Piovà Massaia - Chivasso - Gassino - Settimo - Torino","sabato","horizontal","3107E_As","1","","0","0"
"423","3107E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Piovà Massaia - Chivasso - Gassino - Settimo - Torino","domenica e festivi","horizontal","3107E_As","2","","0","0"
"424","3107E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Settimo - Gassino - Chivasso - Piovà Massaia","dal lunedì al venerdì","horizontal","3107E_Di","0","","0","0"
"425","3107E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Settimo - Gassino - Chivasso - Piovà Massaia","sabato","horizontal","3107E_Di","1","","0","0"
"426","3107E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Settimo - Gassino - Chivasso - Piovà Massaia","domenica e festivi","horizontal","3107E_Di","2","","0","0"
"427","3121E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Castagneto Po - Chivasso","dal lunedì al venerdì","horizontal","3121E_As","0","","0","0"
"428","3121E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Castagneto Po - Chivasso","sabato","horizontal","3121E_As","1","","0","0"
"429","3121E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Castagneto Po - Chivasso","domenica e festivi","horizontal","3121E_As","2","","0","0"
"430","3121E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso - Castagneto Po","dal lunedì al venerdì","horizontal","3121E_Di","0","","0","0"
"431","3121E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso - Castagneto Po","sabato","horizontal","3121E_Di","1","","0","0"
"432","3121E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso - Castagneto Po","domenica e festivi","horizontal","3121E_Di","2","","0","0"
"433","3131E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Rivarolo","dal lunedì al venerdì","horizontal","3131E_As","0","","0","0"
"434","3131E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Rivarolo","sabato","horizontal","3131E_As","1","","0","0"
"435","3131E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Rivarolo","domenica e festivi","horizontal","3131E_As","2","","0","0"
"436","3131E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Torino","dal lunedì al venerdì","horizontal","3131E_Di","0","","0","0"
"437","3131E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Torino","sabato","horizontal","3131E_Di","1","","0","0"
"438","3131E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Torino","domenica e festivi","horizontal","3131E_Di","2","","0","0"
"439","3132E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Castellamonte","dal lunedì al venerdì","horizontal","3132E_As","0","","0","0"
"440","3132E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Castellamonte","sabato","horizontal","3132E_As","1","","0","0"
"441","3132E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Castellamonte","domenica e festivi","horizontal","3132E_As","2","","0","0"
"442","3132E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Castellamonte","dal lunedì al venerdì","horizontal","3132E_Di","0","","0","0"
"443","3132E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Castellamonte","sabato","horizontal","3132E_Di","1","","0","0"
"444","3132E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Castellamonte","domenica e festivi","horizontal","3132E_Di","2","","0","0"
"445","3133E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Ivrea - Torino","dal lunedì al venerdì","horizontal","3133E_As","0","","0","0"
"446","3133E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Ivrea - Torino","sabato","horizontal","3133E_As","1","","0","0"
"447","3133E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Ivrea - Torino","domenica e festivi","horizontal","3133E_As","2","","0","0"
"448","3133E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Ivrea","dal lunedì al venerdì","horizontal","3133E_Di","0","","0","0"
"449","3133E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Ivrea","sabato","horizontal","3133E_Di","1","","0","0"
"450","3133E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Ivrea","domenica e festivi","horizontal","3133E_Di","2","","0","0"
"451","3165E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Malanghero - Cirié","dal lunedì al venerdì","horizontal","3165E_As","0","","0","0"
"452","3165E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Malanghero - Cirié","sabato","horizontal","3165E_As","1","","0","0"
"453","3165E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Malanghero - Cirié","domenica e festivi","horizontal","3165E_As","2","","0","0"
"454","3165E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Cirié - Malanghero - Torino","dal lunedì al venerdì","horizontal","3165E_Di","0","","0","0"
"455","3165E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Cirié - Malanghero - Torino","sabato","horizontal","3165E_Di","1","","0","0"
"456","3165E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Cirié - Malanghero - Torino","domenica e festivi","horizontal","3165E_Di","2","","0","0"
"457","3166E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Volpiano - San Benigno","dal lunedì al venerdì","horizontal","3166E_As","0","","0","0"
"458","3166E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Volpiano - San Benigno","sabato","horizontal","3166E_As","1","","0","0"
"459","3166E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Volpiano - San Benigno","domenica e festivi","horizontal","3166E_As","2","","0","0"
"460","3166E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Volpiano - San Benigno","dal lunedì al venerdì","horizontal","3166E_Di","0","","0","0"
"461","3166E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Volpiano - San Benigno","sabato","horizontal","3166E_Di","1","","0","0"
"462","3166E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Volpiano - San Benigno","domenica e festivi","horizontal","3166E_Di","2","","0","0"
"463","32U","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: CORSO TASSONI","dal lunedì al venerdì","horizontal","32U_As","0","","0","0"
"464","32U","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: CORSO TASSONI","sabato","horizontal","32U_As","1","","0","0"
"465","32U","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: CORSO TASSONI","domenica e festivi","horizontal","32U_As","2","","0","0"
"466","32U","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","dal lunedì al venerdì","horizontal","32U_Di","0","","0","0"
"467","32U","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","sabato","horizontal","32U_Di","1","","0","0"
"468","32U","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","domenica e festivi","horizontal","32U_Di","2","","0","0"
"469","33U","1","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI MATTUTINI","frequenza","horizontal","33U_As","0","","0","0"
"470","33U","1","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI SERALI","frequenza","horizontal","33U_As","1","","0","0"
"471","33U","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI MATTUTINI","frequenza","horizontal","33U_As","2","","0","0"
"472","33U","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI SERALI","frequenza","horizontal","33U_As","3","","0","0"
"473","33U","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI MATTUTINI","frequenza","horizontal","33U_As","4","","0","0"
"474","33U","1","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMAN. II Fer./P.LE ADUA Fest. , PASSAGGI SERALI","frequenza","horizontal","33U_As","5","","0","0"
"475","33U","0","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI MATTUTINI","frequenza","horizontal","33U_Di","0","","0","0"
"476","33U","0","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI SERALI","frequenza","horizontal","33U_Di","1","","0","0"
"477","33U","0","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI MATTUTINI","frequenza","horizontal","33U_Di","2","","0","0"
"478","33U","0","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI SERALI","frequenza","horizontal","33U_Di","3","","0","0"
"479","33U","0","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI MATTUTINI","frequenza","horizontal","33U_Di","4","","0","0"
"480","33U","0","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: STAZIONE COLLEGNO, PASSAGGI SERALI","frequenza","horizontal","33U_Di","5","","0","0"
"481","3310E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Caluso","dal lunedì al venerdì","horizontal","3310E_As","0","","0","0"
"482","3310E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Caluso","sabato","horizontal","3310E_As","1","","0","0"
"483","3310E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Caluso","domenica e festivi","horizontal","3310E_As","2","","0","0"
"484","3310E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Cillareggia","dal lunedì al venerdì","horizontal","3310E_Di","0","","0","0"
"485","3310E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Cillareggia","sabato","horizontal","3310E_Di","1","","0","0"
"486","3310E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Cillareggia","domenica e festivi","horizontal","3310E_Di","2","","0","0"
"487","3316E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso F.S. - Rondissone","dal lunedì al venerdì","horizontal","3316E_As","0","","0","0"
"488","3316E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso F.S. - Rondissone","sabato","horizontal","3316E_As","1","","0","0"
"489","3316E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso F.S. - Rondissone","domenica e festivi","horizontal","3316E_As","2","","0","0"
"490","3316E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rondissone - Chivasso F.S.","dal lunedì al venerdì","horizontal","3316E_Di","0","","0","0"
"491","3316E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rondissone - Chivasso F.S.","sabato","horizontal","3316E_Di","1","","0","0"
"492","3316E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rondissone - Chivasso F.S.","domenica e festivi","horizontal","3316E_Di","2","","0","0"
"493","3321E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Montalenghe - Foglizzo - Chivasso","dal lunedì al venerdì","horizontal","3321E_As","0","","0","0"
"494","3321E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Montalenghe - Foglizzo - Chivasso","sabato","horizontal","3321E_As","1","","0","0"
"495","3321E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Montalenghe - Foglizzo - Chivasso","domenica e festivi","horizontal","3321E_As","2","","0","0"
"496","3321E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso - Foglizzo - Montalenghe","dal lunedì al venerdì","horizontal","3321E_Di","0","","0","0"
"497","3321E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso - Foglizzo - Montalenghe","sabato","horizontal","3321E_Di","1","","0","0"
"498","3321E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso - Foglizzo - Montalenghe","domenica e festivi","horizontal","3321E_Di","2","","0","0"
"499","3329E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino (Fiat Mirafiori) - Cirié","dal lunedì al venerdì","horizontal","3329E_As","0","","0","0"
"500","3329E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino (Fiat Mirafiori) - Cirié","sabato","horizontal","3329E_As","1","","0","0"
"501","3329E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino (Fiat Mirafiori) - Cirié","domenica e festivi","horizontal","3329E_As","2","","0","0"
"502","3329E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Cirié - Torino (Fiat Mirafiori)","dal lunedì al venerdì","horizontal","3329E_Di","0","","0","0"
"503","3329E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Cirié - Torino (Fiat Mirafiori)","sabato","horizontal","3329E_Di","1","","0","0"
"504","3329E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Cirié - Torino (Fiat Mirafiori)","domenica e festivi","horizontal","3329E_Di","2","","0","0"
"505","3331E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","dal lunedì al venerdì","horizontal","3331E_As","0","","0","0"
"506","3331E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","sabato","horizontal","3331E_As","1","","0","0"
"507","3331E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","domenica e festivi","horizontal","3331E_As","2","","0","0"
"508","3331E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","dal lunedì al venerdì","horizontal","3331E_Di","0","","0","0"
"509","3331E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","sabato","horizontal","3331E_Di","1","","0","0"
"510","3331E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Verrua Savoia - Crescentino - Brusasco","domenica e festivi","horizontal","3331E_Di","2","","0","0"
"511","3382E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Torino (C.so Marche) - Caselle ALENIA","dal lunedì al venerdì","horizontal","3382E_As","0","","0","0"
"512","3382E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Torino (C.so Marche) - Caselle ALENIA","sabato","horizontal","3382E_As","1","","0","0"
"513","3382E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Torino (C.so Marche) - Caselle ALENIA","domenica e festivi","horizontal","3382E_As","2","","0","0"
"514","3382E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Caselle ALENIA - Torino (C.so Marche)","dal lunedì al venerdì","horizontal","3382E_Di","0","","0","0"
"515","3382E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Caselle ALENIA - Torino (C.so Marche)","sabato","horizontal","3382E_Di","1","","0","0"
"516","3382E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Caselle ALENIA - Torino (C.so Marche)","domenica e festivi","horizontal","3382E_Di","2","","0","0"
"517","34U","1","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI MATTUTINI","frequenza","horizontal","34U_As","0","","0","0"
"518","34U","1","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI SERALI","frequenza","horizontal","34U_As","1","","0","0"
"519","34U","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI MATTUTINI","frequenza","horizontal","34U_As","2","","0","0"
"520","34U","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI SERALI","frequenza","horizontal","34U_As","3","","0","0"
"521","34U","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI MATTUTINI","frequenza","horizontal","34U_As","4","","0","0"
"522","34U","1","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI SERALI","frequenza","horizontal","34U_As","5","","0","0"
"523","34U","0","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: STRADA TORINO (BEINASCO) - CIMITERO SUD, PASSAGGI MATTUTINI","frequenza","horizontal","34U_Di","0","","0","0"
"524","34U","0","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: STRADA TORINO (BEINASCO) - CIMITERO SUD, PASSAGGI SERALI","frequenza","horizontal","34U_Di","1","","0","0"
"525","34U","0","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: STRADA TORINO (BEINASCO) - CIMITERO SUD, PASSAGGI MATTUTINI","frequenza","horizontal","34U_Di","2","","0","0"
"526","34U","0","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: STRADA TORINO (BEINASCO) - CIMITERO SUD, PASSAGGI SERALI","frequenza","horizontal","34U_Di","3","","0","0"
"527","34U","0","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: STRADA TORINO (BEINASCO) - CIMITERO SUD, PASSAGGI MATTUTINI","frequenza","horizontal","34U_Di","4","","0","0"
"528","34U","0","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: STRADA TORINO (BEINASCO) - CIMITERO SUD, PASSAGGI SERALI","frequenza","horizontal","34U_Di","5","","0","0"
"529","3428E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Servizio Scuolabus Comune di Rivarossa","dal lunedì al venerdì","horizontal","3428E_As","0","","0","0"
"530","3428E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Servizio Scuolabus Comune di Rivarossa","sabato","horizontal","3428E_As","1","","0","0"
"531","3428E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Servizio Scuolabus Comune di Rivarossa","domenica e festivi","horizontal","3428E_As","2","","0","0"
"532","3428E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Servizio Scuolabus Comune di Rivarossa","dal lunedì al venerdì","horizontal","3428E_Di","0","","0","0"
"533","3428E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Servizio Scuolabus Comune di Rivarossa","sabato","horizontal","3428E_Di","1","","0","0"
"534","3428E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Servizio Scuolabus Comune di Rivarossa","domenica e festivi","horizontal","3428E_Di","2","","0","0"
"535","3429E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Servizio Scuolabus San Benigno - Volpiano - Chivasso","dal lunedì al venerdì","horizontal","3429E_As","0","","0","0"
"536","3429E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Servizio Scuolabus San Benigno - Volpiano - Chivasso","sabato","horizontal","3429E_As","1","","0","0"
"537","3429E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Servizio Scuolabus San Benigno - Volpiano - Chivasso","domenica e festivi","horizontal","3429E_As","2","","0","0"
"538","3429E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Servizio Scuolabus San Benigno - Volpiano - Chivasso","dal lunedì al venerdì","horizontal","3429E_Di","0","","0","0"
"539","3429E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Servizio Scuolabus San Benigno - Volpiano - Chivasso","sabato","horizontal","3429E_Di","1","","0","0"
"540","3429E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Servizio Scuolabus San Benigno - Volpiano - Chivasso","domenica e festivi","horizontal","3429E_Di","2","","0","0"
"541","3445E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Caluso","dal lunedì al venerdì","horizontal","3445E_As","0","","0","0"
"542","3445E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Caluso","sabato","horizontal","3445E_As","1","","0","0"
"543","3445E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Caluso","domenica e festivi","horizontal","3445E_As","2","","0","0"
"544","3445E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Chivasso","dal lunedì al venerdì","horizontal","3445E_Di","0","","0","0"
"545","3445E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Chivasso","sabato","horizontal","3445E_Di","1","","0","0"
"546","3445E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Chivasso","domenica e festivi","horizontal","3445E_Di","2","","0","0"
"547","35U","1","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA ARTOM, PASSAGGI MATTUTINI","frequenza","horizontal","35U_As","0","","0","0"
"548","35U","1","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA ARTOM, PASSAGGI SERALI","frequenza","horizontal","35U_As","1","","0","0"
"549","35U","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA ARTOM, PASSAGGI MATTUTINI","frequenza","horizontal","35U_As","2","","0","0"
"550","35U","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA ARTOM, PASSAGGI SERALI","frequenza","horizontal","35U_As","3","","0","0"
"551","35U","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA ARTOM, PASSAGGI MATTUTINI","frequenza","horizontal","35U_As","4","","0","0"
