"timetable_id","route_id","direction_id","start_date","end_date","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_time","end_time","timetable_label","service_notes","orientation","timetable_page_id","timetable_sequence","direction_name","include_exceptions","show_trip_continuation"
"825","51U","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: CORSO BOLZANO, PASSAGGI MATTUTINI","frequenza","horizontal","51U_As","2","","0","0"
"826","51U","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: CORSO BOLZANO, PASSAGGI SERALI","frequenza","horizontal","51U_As","3","","0","0"
"827","51U","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: CORSO BOLZANO, PASSAGGI MATTUTINI","frequenza","horizontal","51U_As","4","","0","0"
"828","51U","1","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: CORSO BOLZANO, PASSAGGI SERALI","frequenza","horizontal","51U_As","5","","0","0"
"829","51U","0","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: CORSO VERCELLI (PARK STURA), PASSAGGI MATTUTINI","frequenza","horizontal","51U_Di","0","","0","0"
"830","51U","0","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: CORSO VERCELLI (PARK STURA), PASSAGGI SERALI","frequenza","horizontal","51U_Di","1","","0","0"
"831","51U","0","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: CORSO VERCELLI (PARK STURA), PASSAGGI MATTUTINI","frequenza","horizontal","51U_Di","2","","0","0"
"832","51U","0","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: CORSO VERCELLI (PARK STURA), PASSAGGI SERALI","frequenza","horizontal","51U_Di","3","","0","0"
"833","51U","0","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: CORSO VERCELLI (PARK STURA), PASSAGGI MATTUTINI","frequenza","horizontal","51U_Di","4","","0","0"
"834","51U","0","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: CORSO VERCELLI (PARK STURA), PASSAGGI SERALI","frequenza","horizontal","51U_Di","5","","0","0"
"835","5134E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Cuorgne' - Busano - Forno","dal lunedì al venerdì","horizontal","5134E_As","0","","0","0"
"836","5134E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Cuorgne' - Busano - Forno","sabato","horizontal","5134E_As","1","","0","0"
"837","5134E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Cuorgne' - Busano - Forno","domenica e festivi","horizontal","5134E_As","2","","0","0"
"838","5134E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Forno - Busano - Cuorgne'","dal lunedì al venerdì","horizontal","5134E_Di","0","","0","0"
"839","5134E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Forno - Busano - Cuorgne'","sabato","horizontal","5134E_Di","1","","0","0"
"840","5134E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Forno - Busano - Cuorgne'","domenica e festivi","horizontal","5134E_Di","2","","0","0"
"841","5135E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - San Benigno - Torino","dal lunedì al venerdì","horizontal","5135E_As","0","","0","0"
"842","5135E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - San Benigno - Torino","sabato","horizontal","5135E_As","1","","0","0"
"843","5135E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - San Benigno - Torino","domenica e festivi","horizontal","5135E_As","2","","0","0"
"844","5135E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - San Benigno - Torino","dal lunedì al venerdì","horizontal","5135E_Di","0","","0","0"
"845","5135E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - San Benigno - Torino","sabato","horizontal","5135E_Di","1","","0","0"
"846","5135E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - San Benigno - Torino","domenica e festivi","horizontal","5135E_Di","2","","0","0"
"847","5137E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Pont - Ceresole","dal lunedì al venerdì","horizontal","5137E_As","0","","0","0"
"848","5137E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Pont - Ceresole","sabato","horizontal","5137E_As","1","","0","0"
"849","5137E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Pont - Ceresole","domenica e festivi","horizontal","5137E_As","2","","0","0"
"850","5137E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Pont - Ceresole","dal lunedì al venerdì","horizontal","5137E_Di","0","","0","0"
"851","5137E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Pont - Ceresole","sabato","horizontal","5137E_Di","1","","0","0"
"852","5137E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Pont - Ceresole","domenica e festivi","horizontal","5137E_Di","2","","0","0"
"853","5140E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Valprato Soana - Pont","dal lunedì al venerdì","horizontal","5140E_As","0","","0","0"
"854","5140E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Valprato Soana - Pont","sabato","horizontal","5140E_As","1","","0","0"
"855","5140E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Valprato Soana - Pont","domenica e festivi","horizontal","5140E_As","2","","0","0"
"856","5140E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Pont - Valprato Soana","dal lunedì al venerdì","horizontal","5140E_Di","0","","0","0"
"857","5140E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Pont - Valprato Soana","sabato","horizontal","5140E_Di","1","","0","0"
"858","5140E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Pont - Valprato Soana","domenica e festivi","horizontal","5140E_Di","2","","0","0"
"859","5141E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Frassinetto - Pont","dal lunedì al venerdì","horizontal","5141E_As","0","","0","0"
"860","5141E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Frassinetto - Pont","sabato","horizontal","5141E_As","1","","0","0"
"861","5141E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Frassinetto - Pont","domenica e festivi","horizontal","5141E_As","2","","0","0"
"862","5141E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Pont - Frassinetto","dal lunedì al venerdì","horizontal","5141E_Di","0","","0","0"
"863","5141E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Pont - Frassinetto","sabato","horizontal","5141E_Di","1","","0","0"
"864","5141E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Pont - Frassinetto","domenica e festivi","horizontal","5141E_Di","2","","0","0"
"865","5143E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Cuorgne' - Ivrea","dal lunedì al venerdì","horizontal","5143E_As","0","","0","0"
"866","5143E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Cuorgne' - Ivrea","sabato","horizontal","5143E_As","1","","0","0"
"867","5143E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Cuorgne' - Ivrea","domenica e festivi","horizontal","5143E_As","2","","0","0"
"868","5143E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Cuorgne' - Ivrea","dal lunedì al venerdì","horizontal","5143E_Di","0","","0","0"
"869","5143E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Cuorgne' - Ivrea","sabato","horizontal","5143E_Di","1","","0","0"
"870","5143E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Cuorgne' - Ivrea","domenica e festivi","horizontal","5143E_Di","2","","0","0"
"871","5145E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Rivarolo - Ivrea","dal lunedì al venerdì","horizontal","5145E_As","0","","0","0"
"872","5145E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Rivarolo - Ivrea","sabato","horizontal","5145E_As","1","","0","0"
"873","5145E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Rivarolo - Ivrea","domenica e festivi","horizontal","5145E_As","2","","0","0"
"874","5145E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Ivrea - Rivarolo","dal lunedì al venerdì","horizontal","5145E_Di","0","","0","0"
"875","5145E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Ivrea - Rivarolo","sabato","horizontal","5145E_Di","1","","0","0"
"876","5145E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Ivrea - Rivarolo","domenica e festivi","horizontal","5145E_Di","2","","0","0"
"877","5150E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Castelnuovo Nigra - Cuorgne' Centro","dal lunedì al venerdì","horizontal","5150E_As","0","","0","0"
"878","5150E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Castelnuovo Nigra - Cuorgne' Centro","sabato","horizontal","5150E_As","1","","0","0"
"879","5150E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Castelnuovo Nigra - Cuorgne' Centro","domenica e festivi","horizontal","5150E_As","2","","0","0"
"880","5150E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Cuorgne' Centro - Castelnuovo Nigra ","dal lunedì al venerdì","horizontal","5150E_Di","0","","0","0"
"881","5150E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Cuorgne' Centro - Castelnuovo Nigra ","sabato","horizontal","5150E_Di","1","","0","0"
"882","5150E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Cuorgne' Centro - Castelnuovo Nigra ","domenica e festivi","horizontal","5150E_Di","2","","0","0"
"883","52U","1","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZALE ADUA, PASSAGGI MATTUTINI","frequenza","horizontal","52U_As","0","","0","0"
"884","52U","1","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZALE ADUA, PASSAGGI SERALI","frequenza","horizontal","52U_As","1","","0","0"
"885","52U","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZALE ADUA, PASSAGGI MATTUTINI","frequenza","horizontal","52U_As","2","","0","0"
"886","52U","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZALE ADUA, PASSAGGI SERALI","frequenza","horizontal","52U_As","3","","0","0"
"887","52U","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZALE ADUA, PASSAGGI MATTUTINI","frequenza","horizontal","52U_As","4","","0","0"
"888","52U","1","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZALE ADUA, PASSAGGI SERALI","frequenza","horizontal","52U_As","5","","0","0"
"889","52U","0","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA SCIALOJA, PASSAGGI MATTUTINI","frequenza","horizontal","52U_Di","0","","0","0"
"890","52U","0","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA SCIALOJA, PASSAGGI SERALI","frequenza","horizontal","52U_Di","1","","0","0"
"891","52U","0","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA SCIALOJA, PASSAGGI MATTUTINI","frequenza","horizontal","52U_Di","2","","0","0"
"892","52U","0","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA SCIALOJA, PASSAGGI SERALI","frequenza","horizontal","52U_Di","3","","0","0"
"893","52U","0","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA SCIALOJA, PASSAGGI MATTUTINI","frequenza","horizontal","52U_Di","4","","0","0"
"894","52U","0","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA SCIALOJA, PASSAGGI SERALI","frequenza","horizontal","52U_Di","5","","0","0"
"895","53U","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: CORSO SAN MAURIZIO","dal lunedì al venerdì","horizontal","53U_As","0","","0","0"
"896","53U","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: CORSO SAN MAURIZIO","sabato","horizontal","53U_As","1","","0","0"
"897","53U","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: CORSO SAN MAURIZIO","domenica e festivi","horizontal","53U_As","2","","0","0"
"898","53U","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: OSPEDALE SAN VINCENZO","dal lunedì al venerdì","horizontal","53U_Di","0","","0","0"
"899","53U","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: OSPEDALE SAN VINCENZO","sabato","horizontal","53U_Di","1","","0","0"
"900","53U","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: OSPEDALE SAN VINCENZO","domenica e festivi","horizontal","53U_Di","2","","0","0"
"901","5318E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Castelnuovo Nigra - Castellamonte","dal lunedì al venerdì","horizontal","5318E_As","0","","0","0"
"902","5318E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Castelnuovo Nigra - Castellamonte","sabato","horizontal","5318E_As","1","","0","0"
"903","5318E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Castelnuovo Nigra - Castellamonte","domenica e festivi","horizontal","5318E_As","2","","0","0"
"904","5318E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Castellamonte - Castelnuovo Nigra","dal lunedì al venerdì","horizontal","5318E_Di","0","","0","0"
"905","5318E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Castellamonte - Castelnuovo Nigra","sabato","horizontal","5318E_Di","1","","0","0"
"906","5318E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Castellamonte - Castelnuovo Nigra","domenica e festivi","horizontal","5318E_Di","2","","0","0"
"907","5319E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Bosconero (EATON LIVIA) - Rivarolo - Muraglio - Campo","dal lunedì al venerdì","horizontal","5319E_As","0","","0","0"
"908","5319E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Bosconero (EATON LIVIA) - Rivarolo - Muraglio - Campo","sabato","horizontal","5319E_As","1","","0","0"
"909","5319E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Bosconero (EATON LIVIA) - Rivarolo - Muraglio - Campo","domenica e festivi","horizontal","5319E_As","2","","0","0"
"910","5319E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Campo - Muraglio - Rivarolo - Bosconero (EATON LIVIA)","dal lunedì al venerdì","horizontal","5319E_Di","0","","0","0"
"911","5319E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Campo - Muraglio - Rivarolo - Bosconero (EATON LIVIA)","sabato","horizontal","5319E_Di","1","","0","0"
"912","5319E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Campo - Muraglio - Rivarolo - Bosconero (EATON LIVIA)","domenica e festivi","horizontal","5319E_Di","2","","0","0"
"913","5322E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Cuorgne' - Alpette","dal lunedì al venerdì","horizontal","5322E_As","0","","0","0"
"914","5322E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Cuorgne' - Alpette","sabato","horizontal","5322E_As","1","","0","0"
"915","5322E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Cuorgne' - Alpette","domenica e festivi","horizontal","5322E_As","2","","0","0"
"916","5322E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Alpette - Cuorgne'","dal lunedì al venerdì","horizontal","5322E_Di","0","","0","0"
"917","5322E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Alpette - Cuorgne'","sabato","horizontal","5322E_Di","1","","0","0"
"918","5322E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Alpette - Cuorgne'","domenica e festivi","horizontal","5322E_Di","2","","0","0"
"919","5379E","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Servizio Scuolabus Cirie' - Rivarolo","dal lunedì al venerdì","horizontal","5379E_As","0","","0","0"
"920","5379E","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Servizio Scuolabus Cirie' - Rivarolo","sabato","horizontal","5379E_As","1","","0","0"
"921","5379E","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Servizio Scuolabus Cirie' - Rivarolo","domenica e festivi","horizontal","5379E_As","2","","0","0"
"922","5379E","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: Servizio Scuolabus Rivarolo - Cirie'","dal lunedì al venerdì","horizontal","5379E_Di","0","","0","0"
"923","5379E","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: Servizio Scuolabus Rivarolo - Cirie'","sabato","horizontal","5379E_Di","1","","0","0"
"924","5379E","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: Servizio Scuolabus Rivarolo - Cirie'","domenica e festivi","horizontal","5379E_Di","2","","0","0"
"925","54U","1","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: STR. MAINERO Fer./P.LE ADUA Fest. ","dal lunedì al venerdì","horizontal","54U_As","0","","0","0"
"926","54U","1","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: STR. MAINERO Fer./P.LE ADUA Fest. ","sabato","horizontal","54U_As","1","","0","0"
"927","54U","1","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: STR. MAINERO Fer./P.LE ADUA Fest. ","domenica e festivi","horizontal","54U_As","2","","0","0"
"928","54U","0","20260620","20260731","1","1","1","1","1","0","0","","","DIREZIONE: C.SO GABETTI Fer./STR. MONGRENO Fest. ","dal lunedì al venerdì","horizontal","54U_Di","0","","0","0"
"929","54U","0","20260620","20260731","0","0","0","0","0","1","0","","","DIREZIONE: C.SO GABETTI Fer./STR. MONGRENO Fest. ","sabato","horizontal","54U_Di","1","","0","0"
"930","54U","0","20260620","20260731","0","0","0","0","0","0","1","","","DIREZIONE: C.SO GABETTI Fer./STR. MONGRENO Fest. ","domenica e festivi","horizontal","54U_Di","2","","0","0"
"931","55U","1","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: CORSO FARINI, PASSAGGI MATTUTINI","frequenza","horizontal","55U_As","0","","0","0"
"932","55U","1","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: CORSO FARINI, PASSAGGI SERALI","frequenza","horizontal","55U_As","1","","0","0"
"933","55U","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: CORSO FARINI, PASSAGGI MATTUTINI","frequenza","horizontal","55U_As","2","","0","0"
"934","55U","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: CORSO FARINI, PASSAGGI SERALI","frequenza","horizontal","55U_As","3","","0","0"
"935","55U","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: CORSO FARINI, PASSAGGI MATTUTINI","frequenza","horizontal","55U_As","4","","0","0"
"936","55U","1","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: CORSO FARINI, PASSAGGI SERALI","frequenza","horizontal","55U_As","5","","0","0"
"937","55U","0","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA MONCALIERI (GRUGLIASCO), PASSAGGI MATTUTINI","frequenza","horizontal","55U_Di","0","","0","0"
"938","55U","0","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA MONCALIERI (GRUGLIASCO), PASSAGGI SERALI","frequenza","horizontal","55U_Di","1","","0","0"
"939","55U","0","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA MONCALIERI (GRUGLIASCO), PASSAGGI MATTUTINI","frequenza","horizontal","55U_Di","2","","0","0"
"940","55U","0","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA MONCALIERI (GRUGLIASCO), PASSAGGI SERALI","frequenza","horizontal","55U_Di","3","","0","0"
"941","55U","0","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA MONCALIERI (GRUGLIASCO), PASSAGGI MATTUTINI","frequenza","horizontal","55U_Di","4","","0","0"
"942","55U","0","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA MONCALIERI (GRUGLIASCO), PASSAGGI SERALI","frequenza","horizontal","55U_Di","5","","0","0"
"943","56U","1","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI MATTUTINI","frequenza","horizontal","56U_As","0","","0","0"
"944","56U","1","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI SERALI","frequenza","horizontal","56U_As","1","","0","0"
"945","56U","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI MATTUTINI","frequenza","horizontal","56U_As","2","","0","0"
"946","56U","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI SERALI","frequenza","horizontal","56U_As","3","","0","0"
"947","56U","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI MATTUTINI","frequenza","horizontal","56U_As","4","","0","0"
"948","56U","1","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI SERALI","frequenza","horizontal","56U_As","5","","0","0"
"949","56U","0","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: CORSO TIRRENO (GRUGLIASCO), PASSAGGI MATTUTINI","frequenza","horizontal","56U_Di","0","","0","0"
"950","56U","0","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: CORSO TIRRENO (GRUGLIASCO), PASSAGGI SERALI","frequenza","horizontal","56U_Di","1","","0","0"
"951","56U","0","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: CORSO TIRRENO (GRUGLIASCO), PASSAGGI MATTUTINI","frequenza","horizontal","56U_Di","2","","0","0"
"952","56U","0","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: CORSO TIRRENO (GRUGLIASCO), PASSAGGI SERALI","frequenza","horizontal","56U_Di","3","","0","0"
"953","56U","0","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: CORSO TIRRENO (GRUGLIASCO), PASSAGGI MATTUTINI","frequenza","horizontal","56U_Di","4","","0","0"
"954","56U","0","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: CORSO TIRRENO (GRUGLIASCO), PASSAGGI SERALI","frequenza","horizontal","56U_Di","5","","0","0"
"955","58U","1","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI MATTUTINI","frequenza","horizontal","58U_As","0","","0","0"
"956","58U","1","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI SERALI","frequenza","horizontal","58U_As","1","","0","0"
"957","58U","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI MATTUTINI","frequenza","horizontal","58U_As","2","","0","0"
"958","58U","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI SERALI","frequenza","horizontal","58U_As","3","","0","0"
"959","58U","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI MATTUTINI","frequenza","horizontal","58U_As","4","","0","0"
"960","58U","1","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI SERALI","frequenza","horizontal","58U_As","5","","0","0"
"961","58U","0","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA ALLASON, PASSAGGI MATTUTINI","frequenza","horizontal","58U_Di","0","","0","0"
"962","58U","0","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA ALLASON, PASSAGGI SERALI","frequenza","horizontal","58U_Di","1","","0","0"
"963","58U","0","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA ALLASON, PASSAGGI MATTUTINI","frequenza","horizontal","58U_Di","2","","0","0"
"964","58U","0","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA ALLASON, PASSAGGI SERALI","frequenza","horizontal","58U_Di","3","","0","0"
"965","58U","0","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA ALLASON, PASSAGGI MATTUTINI","frequenza","horizontal","58U_Di","4","","0","0"
"966","58U","0","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA ALLASON, PASSAGGI SERALI","frequenza","horizontal","58U_Di","5","","0","0"
"967","58BU","1","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI MATTUTINI","frequenza","horizontal","58BU_As","0","","0","0"
"968","58BU","1","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI SERALI","frequenza","horizontal","58BU_As","1","","0","0"
"969","58BU","1","20260620","20260731","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI MATTUTINI","frequenza","horizontal","58BU_As","2","","0","0"
"970","58BU","1","20260620","20260731","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI SERALI","frequenza","horizontal","58BU_As","3","","0","0"
"971","58BU","1","20260620","20260731","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI MATTUTINI","frequenza","horizontal","58BU_As","4","","0","0"
"972","58BU","1","20260620","20260731","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA BERTOLA, PASSAGGI SERALI","frequenza","horizontal","58BU_As","5","","0","0"
"973","58BU","0","20260620","20260731","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA GROSSO, PASSAGGI MATTUTINI","frequenza","horizontal","58BU_Di","0","","0","0"
"974","58BU","0","20260620","20260731","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA GROSSO, PASSAGGI SERALI","frequenza","horizontal","58BU_Di","1","","0","0"
