"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order"
"1085E","E","1085","Torino - Fiat Rivalta","TORINO - FIAT RIVALTA -- FIAT RIVALTA - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1085&Regol=OR","0080FF","FFFFFF","175"
"1086E","E","1086","Rivoli - Trana - Giaveno","GIAVENO - TRANA - RIVOLI -- RIVOLI - TRANA - GIAVENO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1086&Regol=OR","0080FF","FFFFFF","176"
"1087E","E","1087","Rivoli - Avigliana - Ferriera","FERRIERA - AVIGLIANA - RIVOLI -- RIVOLI - AVIGLIANA - FERRIERA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1087&Regol=OR","0080FF","FFFFFF","177"
"1091E","E","1091","Collegno - Rubiana","COLLEGNO - RUBIANA -- COLLEGNO - RUBIANA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1091&Regol=OR","0080FF","FFFFFF","178"
"1099E","E","1099","Servizio Atipico Chiusa San Michele - Condove","SERVIZIO ATIPICO CHIUSA SAN MICHELE - CONDOVE -- SERVIZIO ATIPICO CONDOVE - CHIUSA SAN MICHELE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1099&Regol=OR","0080FF","FFFFFF","179"
"11U","U","11","via Leopardi (Venaria Reale) - corso Stati Uniti","C. STATI UNITI FER./VIA ALLASON FEST. -- VIA LEOPARDI (VENARIA)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=11&Regol=GE","FF9900","0000FF","22"
"1128E","E","1128","Borgata Adrit - San Giorio - Bussoleno","BORGATA ADRIT - SAN GIORIO - BUSSOLENO -- BUSSOLENO - SAN GIORIO - BORGATA ADRIT","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1128&Regol=OR","0080FF","FFFFFF","323"
"12U","U","12","via Allason - corso Vittorio Emanuele II","C. VITTORIO EMANUELE II -- VIA ALLASON","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=12&Regol=GE","FF9900","0000FF","23"
"1224E","E","1224","Bussoleno - Avigliana - Rivoli","BUSSOLENO - AVIGLIANA - RIVOLI -- RIVOLI - AVIGLIANA - BUSSOLENO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1224&Regol=OR","0080FF","FFFFFF","324"
"132U","U","132","piazza Robotti (Alpignano) - via De Amicis (Fermi M1 - Collegno)","PIAZZA ROBOTTI (ALPIGNANO) -- VIA DE AMICIS (COLLEGNO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=132&Regol=OR","FF9900","0000FF","349"
"13BU","U","13+","piazza Statuto - piazza Vittorio Veneto","C.SAN MAURIZIO -- P.STATUTO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=13B&Regol=GE","FF9900","0000FF","274"
"14U","U","14","via Amendola (Nichelino) - piazza Solferino","PIAZZA SOLFERINO -- VIA AMENDOLA (NICHELINO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=14&Regol=OR","FF9900","0000FF","24"
"1432E","E","1432","None - Alpignano (Linea di Gronda)","NONE - ALPIGNANO (LINEA DI GRONDA) -- ALPIGNANO - NONE (LINEA DI GRONDA)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1432&Regol=OR","0080FF","FFFFFF","182"
"1435E","E","1435","Torino - C.A.A.T. - SITO","TORINO - C.A.A.T. - SITO -- SITO - C.A.A.T. - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1435&Regol=OR","0080FF","FFFFFF","332"
"1442E","E","1442","Nichelino - Torino - Ferriera (Stab. Teksid)","NICHELINO - TORINO - FERRIERA (STAB. TEKSID) -- FERRIERA (STAB. TEKSID) - TORINO - NICHELINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1442&Regol=OR","0080FF","FFFFFF","326"
"1510E","E","1510","Torino - Orbassano - Cumiana / Cumiana - Pinerolo","TORINO - ORBASSANO - CUMIANA -- CUMIANA - ORBASSANO - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1510&Regol=OR","0080FF","FFFFFF","183"
"1511E","E","1511","Torino - Orbassano - Giaveno / Giaveno - Piossasco","TORINO - ORBASSANO - GIAVENO -- GIAVENO - ORBASSANO - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=1511&Regol=OR","0080FF","FFFFFF","184"
"159U","U","159","piazza Stampalia - via Piave (Pianezza)","PIAZZA STAMPALIA -- VIA PIAVE (PIANEZZA)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=159&Regol=OR","FF9900","0000FF","347"
"17U","U","17","ospedale di Rivoli - via Ventimiglia","VIA VENTIMIGLIA -- OSPEDALE DI RIVOLI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=17&Regol=GE","FF9900","0000FF","25"
"18U","U","18","piazza Sofia - piazzale Caio Mario","PIAZZALE CAIO MARIO -- PIAZZA SOFIA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=18&Regol=GE","FF9900","0000FF","13"
"19U","U","19","corso Cadore - corso Bolzano","CORSO BOLZANO -- CORSO CADORE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=19&Regol=OR","FF9900","0000FF","27"
"19NU","U","19N","piazza del Donatore di Sangue - Cimitero Monumentale","CIMITERO MONUMENTALE -- PIAZZA DONATORE DI SANGUE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=19N&Regol=OR","FF9900","0000FF","28"
"1CU","U","1C","via Fratelli Cervi (Chieri) - via Rocchette (Chieri)","VIA ROCCHETTE (CHIERI) -- VIA FRATELLI CERVI (CHIERI)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=1C&Regol=OR","FF9900","0000FF","117"
"1NU","U","1N","martedì-sabato, piazza Parco della Rimembranza (Nichelino) - via XXV Aprile (Nichelino)","VIA XXV APRILE (NICHELINO) -- PIAZZA PARCO DELLA RIMEMBRANZA (CIMITERO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=1N&Regol=OR","FF9900","0000FF","119"
"1SU","U","1S","via Lombardia (Settimo T.se) - via Einaudi (Settimo T.se)","VIA EINAUDI (SETTIMO) -- VIA LOMBARDIA (SETTIMO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=1S&Regol=OR","FF9900","0000FF","359"
"2U","U","2","via Ponchielli - via Corradino","VIA CORRADINO -- VIA PONCHIELLI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=2&Regol=GE","FF9900","0000FF","18"
"20U","U","20","via Paganini (Settimo T.se) - Park Stura (feriale)/piazza Mochino (festivo)","CORSO VERCELLI (PARK STURA) -- VIA PAGANINI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=20&Regol=OR","FF9900","0000FF","29"
"2009E","E","2009","Autolinea delle Langhe (Dir. Grinzane - Sinio)","AUTOLINEA DELLE LANGHE (DIR. GRINZANE - SINIO) -- AUTOLINEA DELLE LANGHE (DIR. GRINZANE - SINIO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=2009&Regol=OR","0080FF","FFFFFF","187"
"2014E","E","2014","Torino - Poirino - Alba","TORINO - POIRINO - ALBA -- ALBA - POIRINO - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=2014&Regol=OR","0080FF","FFFFFF","188"
"2016E","E","2016","Canale - Sommariva - Racconigi","CANALE - SOMMARIVA - RACCONIGI -- RACCONIGI - SOMMARIVA - CANALE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=2016&Regol=OR","0080FF","FFFFFF","189"
"2027E","E","2027","Canale - S.Damiano - Asti","ASTI - S.DAMIANO - CANALE -- CANALE - S.DAMIANO - ASTI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=2027&Regol=OR","0080FF","FFFFFF","190"
"2073E","E","2073","Linea operaia - Borgo Aje - Cambiano - Santena - Villastellone - Carmagnola","LINEA OPERAIA - TORINO - CARMAGNOLA -- LINEA OPERAIA - CARMAGNOLA - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=2073&Regol=OR","0080FF","FFFFFF","191"
"2172E","E","2172","Autolinea delle Langhe (Dir. Monforte - Dogliani)","AUTOLINEA DELLE LANGHE (DIR. MONFORTE - DOGLIANI) -- AUTOLINEA DELLE LANGHE (DIR. MONFORTE - DOGLIANI)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=2172&Regol=OR","0080FF","FFFFFF","194"
"2183E","E","2183","Canale - Fossano","CANALE - FOSSANO -- FOSSANO - CANALE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=2183&Regol=OR","0080FF","FFFFFF","195"
"22U","U","22","speciale stabilimenti, corso Sebastopoli - strada Cascinette","CORSO SEBASTOPOLI -- STRADA CASCINETTE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=22&Regol=OR","FF9900","0000FF","31"
"2354E","E","2354","Carignano - Santena - Cambiano","CARIGNANO - SANTENA - CAMBIANO -- CAMBIANO - SANTENA - CARIGNANO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=2354&Regol=OR","0080FF","FFFFFF","327"
"24U","U","24","speciale stabilimenti, via Vigliani - strada Cascinette","STRADA CASCINETTE -- VIA VIGLIANI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=24&Regol=OR","FF9900","0000FF","32"
"25U","U","25","speciale stabilimenti, via Lombardia (Settimo T.se) - lungo Stura Lazio","LUNGO STURA LAZIO -- VIA LOMBARDIA (SETTIMO T.SE )","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=25&Regol=OR","FF9900","0000FF","33"
"26U","U","26","corso Vercelli (Park Stura) - borgata Villaretto - via Italia (Borgaro)","BORGATA VILLARETTO/BORGARO -- CORSO VERCELLI (PARK STURA)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=26&Regol=OR","FF9900","0000FF","293"
"27U","U","27","via Anglesio - via XX Settembre","VIA XX SETTEMBRE -- VIA ANGLESIO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=27&Regol=GE","FF9900","0000FF","34"
"29U","U","29","piazzale Vallette - piazza Solferino","PIAZZA SOLFERINO -- PIAZZALE VALLETTE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=29&Regol=OR","FF9900","0000FF","35"
"2CU","U","2C","feriale, piazza Rossi (Pessione) - via Vittorio Emanuele II (Chieri)","VIA VITTORIO EMANUELE II (CHIERI) -- PIAZZA ROSSI (PESSIONE)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=2C&Regol=OR","FF9900","0000FF","118"
"30U","U","30","via Gozzano (Chieri) - corso San Maurizio","CORSO SAN MAURIZIO -- VIA GOZZANO (CHIERI)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=30&Regol=OR","FF9900","0000FF","36"
"3006E","E","3006","Torino - Settimo - Vallecerrina - Casale","TORINO - SETTIMO - VALLECERRINA - CASALE -- CASALE - VALLECERRINA - SETTIMO - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3006&Regol=OR","0080FF","FFFFFF","196"
"3023E","E","3023","Vallecerrina - Asti","ASTI - VALLECERRINA -- VALLECERRINA - ASTI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3023&Regol=OR","0080FF","FFFFFF","197"
"3092E","E","3092","Torino - Forno / San Maurizio - Forno","FORNO - TORINO -- TORINO - FORNO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3092&Regol=OR","0080FF","FFFFFF","198"
"3096E","E","3096","Gassino - Sciolze","SCIOLZE - GASSINO -- GASSINO - SCIOLZE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3096&Regol=OR","0080FF","FFFFFF","199"
"3105E","E","3105","Chivasso - Asti","CHIVASSO - ASTI -- ASTI - CHIVASSO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3105&Regol=OR","0080FF","FFFFFF","200"
"3106E","E","3106","Crescentino - Chivasso - Torino FCA","CRESCENTINO - TORINO FIAT MIRAFIORI -- TORINO FIAT MIRAFIORI - CRESCENTINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3106&Regol=OR","0080FF","FFFFFF","201"
"3107E","E","3107","Torino - Settimo - Gassino - Chivasso - Piovà Massaia","PIOVÀ MASSAIA - CHIVASSO - GASSINO - SETTIMO - TORINO -- TORINO - SETTIMO - GASSINO - CHIVASSO - PIOVÀ MASSAIA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3107&Regol=OR","0080FF","FFFFFF","202"
"3121E","E","3121","Castagneto Po - Chivasso","CASTAGNETO PO - CHIVASSO -- CHIVASSO - CASTAGNETO PO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3121&Regol=OR","0080FF","FFFFFF","203"
"3131E","E","3131","Torino - Lombardore - Rivarolo","TORINO - RIVAROLO -- RIVAROLO - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3131&Regol=OR","0080FF","FFFFFF","204"
"3132E","E","3132","Rivarolo - Castellamonte","RIVAROLO - CASTELLAMONTE -- RIVAROLO - CASTELLAMONTE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3132&Regol=OR","0080FF","FFFFFF","205"
"3133E","E","3133","Torino - Ivrea","IVREA - TORINO -- TORINO - IVREA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3133&Regol=OR","0080FF","FFFFFF","206"
"3165E","E","3165","Torino - Malanghero - Cirié","TORINO - MALANGHERO - CIRIÉ -- CIRIÉ - MALANGHERO - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3165&Regol=OR","0080FF","FFFFFF","208"
"3166E","E","3166","Torino - Volpiano - San Benigno","TORINO - VOLPIANO - SAN BENIGNO -- TORINO - VOLPIANO - SAN BENIGNO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3166&Regol=OR","0080FF","FFFFFF","209"
"32U","U","32","piazza Robotti (Alpignano) - corso Tassoni","CORSO TASSONI -- PIAZZA ROBOTTI (ALPIGNANO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=32&Regol=OR","FF9900","0000FF","37"
"33U","U","33","c. Papa Giovanni XXIII (Collegno) - c. Vittorio Emanuele II (feriale)/p.le Adua (festivo)","C. VITTORIO EMAN. II FER./P.LE ADUA FEST. -- STAZIONE COLLEGNO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=33&Regol=GE","FF9900","0000FF","38"
"3310E","E","3310","Villareggia - Caluso","CALUSO -- CILLAREGGIA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3310&Regol=OR","0080FF","FFFFFF","365"
"3316E","E","3316","Chivasso F.S. - Rondissone","CHIVASSO F.S. - RONDISSONE -- RONDISSONE - CHIVASSO F.S.","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3316&Regol=OR","0080FF","FFFFFF","210"
"3321E","E","3321","Montalenghe - Foglizzo - Chivasso","MONTALENGHE - FOGLIZZO - CHIVASSO -- CHIVASSO - FOGLIZZO - MONTALENGHE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3321&Regol=OR","0080FF","FFFFFF","211"
"3329E","E","3329","Cirié - Torino (Fiat Mirafiori)","TORINO (FIAT MIRAFIORI) - CIRIÉ -- CIRIÉ - TORINO (FIAT MIRAFIORI)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3329&Regol=OR","0080FF","FFFFFF","212"
"3331E","E","3331","Verrua Savoia - Crescentino - Brusasco","VERRUA SAVOIA - CRESCENTINO - BRUSASCO -- VERRUA SAVOIA - CRESCENTINO - BRUSASCO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3331&Regol=OR","0080FF","FFFFFF","213"
"3382E","E","3382","Torino (C.so Marche) - Caselle ALENIA","TORINO (C.SO MARCHE) - CASELLE ALENIA -- CASELLE ALENIA - TORINO (C.SO MARCHE)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3382&Regol=OR","0080FF","FFFFFF","215"
"34U","U","34","feriale, via Bertani / strada Torino (Beinasco) - via Ventimiglia","VIA VENTIMIGLIA -- STRADA TORINO (BEINASCO) - CIMITERO SUD","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=34&Regol=GE","FF9900","0000FF","39"
"3428E","E","3428","Servizio Scuolabus Comune di Rivarossa","SERVIZIO SCUOLABUS COMUNE DI RIVAROSSA -- SERVIZIO SCUOLABUS COMUNE DI RIVAROSSA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3428&Regol=OR","0080FF","FFFFFF","216"
"3429E","E","3429","Servizio Scuolabus San Benigno - Volpiano - Chivasso","SERVIZIO SCUOLABUS SAN BENIGNO - VOLPIANO - CHIVASSO -- SERVIZIO SCUOLABUS SAN BENIGNO - VOLPIANO - CHIVASSO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3429&Regol=OR","0080FF","FFFFFF","217"
"3445E","E","3445","Chivasso - Caluso","CALUSO -- CHIVASSO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3445&Regol=OR","0080FF","FFFFFF","366"
"35U","U","35","via Amendola (Nichelino) - via Artom","VIA ARTOM -- VIA AMENDOLA (NICHELINO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=35&Regol=GE","FF9900","0000FF","40"
"3502E","E","3502","Servizio Scuolabus San Maurizio - Castellamonte","SERVIZIO SCUOLABUS SAN MAURIZIO - CASTELLAMONTE -- SERVIZIO SCUOLABUS SAN MAURIZIO - CASTELLAMONTE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3502&Regol=OR","0080FF","FFFFFF","218"
"3545E","E","3545","Linea operaia Carignano - Torino - Chivasso (P.I.Chi)","LINEA OPERAIA CARIGNANO - TORINO - CHIVASSO (P.I.CHI) -- LINEA OPERAIA CHIVASSO (P.I.CHI) - TORINO - CARIGNANO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3545&Regol=OR","0080FF","FFFFFF","219"
"35NU","U","35N","via Verdi (Candiolo) - Vill. Dega (Vinovo) - via Trento (Nichelino)","VIA TRENTO (NICHELINO) -- VILLAGGIO DEGA (VINOVO) - VIA VERDI (CANDIOLO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=35N&Regol=OR","FF9900","0000FF","41"
"36U","U","36","piazza Martiri della Libertà (Rivoli) - piazza Massaua","PIAZZA MASSAUA -- PIAZZA MARTIRI (RIVOLI )","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=36&Regol=GE","FF9900","0000FF","42"
"36NU","U","36N","Castello di Rivoli - Ospedale di Rivoli / Stazione Alpignano - Rivoli / Bruere - Tetti Neirotti","ALPIGNANO -- RIVOLI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=36N&Regol=OR","FF9900","0000FF","43"
"38U","U","38","piazzale Caio Mario (feriale)/corso Maroncelli (festivo) - via Minghetti (Collegno)","VIA MINGHETTI (COLLEGNO) -- P.LE CAIO MARIO FER. / C. MARONCELLI FEST.","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=38&Regol=OR","FF9900","0000FF","45"
"39U","U","39","piazza Baden Baden (Moncalieri) - piazzale Caio Mario","PIAZZALE CAIO MARIO -- PIAZZA BADEN BADEN (MONCALIERI)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=39&Regol=OR","FF9900","0000FF","47"
"3950E","E","3950","Servizio Scuolabus Comune di Verolengo","SERVIZIO SCUOLABUS COMUNE DI VEROLENGO -- SERVIZIO SCUOLABUS COMUNE DI VEROLENGO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3950&Regol=OR","0080FF","FFFFFF","223"
"3971E","E","3971","TORINO FOSSATA REBAUDENGO FS - CERES","STAZIONE  CERES -- STAZIONE REBAUDENGO - FOSSATA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=3971&Regol=OR","0080FF","FFFFFF","320"
"3990U","T","3990","Venaria Express (sabato e festivi), Torino - Reggia di Venaria","TORINO - REGGIA DI VENARIA -- REGGIA DI VENARIA - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=3990&Regol=OR","33CC00","000000","999"
"40U","U","40","feriale, piazzale Caio Mario - piazza Massaua","PIAZZA MASSAUA -- P.LE CAIO MARIO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=40&Regol=OR","FF9900","0000FF","48"
"41U","U","41","stazione Lingotto - Stupinigi - via Orbassano (Borgaretto)","VIA ORBASSANO (BORGARETTO) -- STAZIONE LINGOTTO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=41&Regol=OR","FF9900","0000FF","49"
"4108E","E","4108","Ivrea - Vische - Chivasso","CHIVASSO - VISCHE - IVREA -- IVREA - VISCHE - CHIVASSO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4108&Regol=OR","0080FF","FFFFFF","228"
"4147E","E","4147","Vialfre' - Castellamonte (Mercatale)","VIALFRE' - CASTELLAMONTE (MERCATALE) -- CASTELLAMONTE - VIALFRE' (MERCATALE)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4147&Regol=OR","0080FF","FFFFFF","229"
"4151E","E","4151","Cossano - Ivrea","COSSANO - IVREA -- IVREA - COSSANO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4151&Regol=OR","0080FF","FFFFFF","230"
"4152E","E","4152","Silva - Vialfre' - Ivrea","SILVA - VIALFRE' - IVREA -- IVREA - VIALFRE' - SILVA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4152&Regol=OR","0080FF","FFFFFF","231"
"4153E","E","4153","Ivrea Linea 5 (Quassolo - Bienca)","QUASSOLO - BIENCA (LINEA 5) -- BIENCA - QUASSOLO (LINEA 5)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4153&Regol=OR","0080FF","FFFFFF","232"
"4154E","E","4154","Ivrea Linee 1 (Bollengo - Bellavista) - 1sb (San Bernardo - Albiano)","BOLLENGO/S.BERNARDO - BELLAVISTA/ALBIANO (LINEE 1-1SB) -- ALBIANO - IVREA - S.BERNARDO (LINEE 1-1SB)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4154&Regol=OR","0080FF","FFFFFF","233"
"4155E","E","4155","Ivrea Linee 2 (Chiaverano - Samone) - 2sb (Burolo - Samone)","CHIAVERANO/BUROLO - SAMONE (LINEE 2-2SB) -- SAMONE - CHIAVERANO/BUROLO (LINEE 2-2SB)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4155&Regol=OR","0080FF","FFFFFF","234"
"4156E","E","4156","Andrate - Ivrea","ANDRATE - IVREA -- IVREA - ANDRATE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4156&Regol=OR","0080FF","FFFFFF","235"
"4157E","E","4157","Ivrea Linea 3 (San Germano - Pavone)","S.GERMANO - PAVONE (LINEA 3) -- PAVONE - S.GERMANO (LINEA 3)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4157&Regol=OR","0080FF","FFFFFF","236"
"4168E","E","4168","Ivrea Linea 4 (San Giovanni - Bellavista)","BELLAVISTA - S.GIOVANNI (LINEA 4) -- S.GIOVANNI - BELLAVISTA (LINEA 4)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4168&Regol=OR","0080FF","FFFFFF","237"
"42U","U","42","via Marsigli - via Ventimiglia","VIA VENTIMIGLIA -- VIA MARSIGLI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=42&Regol=GE","FF9900","0000FF","50"
"43U","U","43","via Gorizia (Rivalta) - via Goito (Moncalieri)","VIA GOITO (MONCALIERI) -- VIA GORIZIA (RIVALTA)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=43&Regol=OR","FF9900","0000FF","51"
"44U","U","44","viale Partigiani (Collegno) - via Don Borio (Grugliasco)","VIA DON BORIO (GRUGLIASCO) -- VIALE PARTIGIANI (COLLEGNO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=44&Regol=OR","FF9900","0000FF","52"
"45U","U","45","piazza Carducci (Santena) - corso Bramante (feriale)/corso Maroncelli (festivo)","TORINO P.CARDUCCI FER/C. MARONCELLI FES -- SANTENA P.CARDUC.FER/P.COSMA DAMIANO FES","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=45&Regol=OR","FF9900","0000FF","54"
"4512E","E","4512","Ivrea - Castellamonte - Valchiusella","VALCHIUSELLA - CASTELLAMONTE - IVREA -- IVREA - CASTELLAMONTE - VALCHIUSELLA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4512&Regol=OR","0080FF","FFFFFF","238"
"4513E","E","4513","Ivrea - Traversella","TRAVERSELLA - IVREA -- IVREA - TRAVERSELLA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4513&Regol=OR","0080FF","FFFFFF","239"
"4541E","E","4541","Ivrea Linee 6 (v. Saudino - Bioparco) - 6sb (v. Saudino - Loranze')","V.SAUDINO - BIOPARCO/LORANZE' (LINEE 6-6SB) -- LORANZE'/BIOPARCO - V.SAUDINO (LINEE 6-6SB)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4541&Regol=OR","0080FF","FFFFFF","240"
"4546E","E","4546","Albiano - Vestigne' (Scuolabus)","ALBIANO - VESTIGNE' (SCUOLABUS) -- VESTIGNE' - ALBIANO (SCUOLABUS)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=4546&Regol=OR","0080FF","FFFFFF","241"
