ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
068000000870,halapdmp,,,Heath Business Park,,Heath Business Park,,Heath Road South,,Heath Business Park,,,,,,S,E0037842,Runcorn Heath,Runcorn,,Runcorn,EN,Runcorn Heath,EN,false,UKOS,351104,381173,-2.73556,53.32521,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000871,halatgag,,,Heath Business Park,,Heath Business Park,,Heath Road South,,Heath Business Park,,,,,,S,E0037842,Runcorn Heath,Runcorn,,Runcorn,EN,Runcorn Heath,EN,false,UKOS,351106,381040,-2.73551,53.32401,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000872,halawgmw,,,Heath Business Park,,Heath Business Park,,Heath Road South,,Heath Business Park,,,,,,N,E0037842,Runcorn Heath,Runcorn,,Runcorn,EN,Runcorn Heath,EN,false,UKOS,351235,381106,-2.73359,53.32462,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000900,halpmawj,,,Arriva Depot,,Arriva Depot,,Arriva Depot,,,,,,O/s,,NW,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,352490,380764,-2.7147,53.32166,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2021-05-24T13:36:33,7,new,active
06800000501A,halagtag,,,RUNCORN HIGH STREET- STAND A,,Runc High St - St A,,High Street,,Public Hall Street,,,,,,E,E0037841,Runcorn,,,Runcorn,EN,Runcorn,EN,false,UKOS,351328,383012,-2.73249,53.34176,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2019-03-22T14:18:38,38,new,active
06800000501B,halagtaj,,,RUNCORN HIGH STREET- STAND A,,,,,,Public Hall Street,,,,,,E,E0037841,Runcorn,,,,,,,false,UKOS,351314,383010,-2.7327,53.34174,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2017-10-17T09:34:57,22,delete,inactive
068000000861,halajamj,,,Chester Road,,Chester Road,,Abbots Park,,A56(t) Chester Road,,,,,,NE,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356331,380299,-2.65697,53.31781,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-08T14:02:45,2,new,active
068000000862,halamdad,,,Chester Road,,Chester Road,,Abbots Park,,A56(t) Chester Road,,,,,,NE,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356313,380307,-2.65725,53.31788,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000867,halgtdpw,,,Science & Technology Park,,Daresbury,,Daresbury,,Daresbury,,,,O/s,,NE,E0053151,Daresbury,Runcorn,,Runcorn,EN,Daresbury,EN,false,UKOS,357810,383189,-2.63516,53.3439,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2026-06-01T11:05:20,0,new,active
068000000850,halagmjm,,,D Park Hotel,,D Park Hotel,,D Park Hotel,,Chester Road,,,,,,N,E0037818,Daresbury Delph,Daresbury,,Runcorn,EN,Daresbury Delph,EN,false,UKOS,357440,381827,-2.64053,53.33163,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000835,,,,Newtown Lane,,Newtown Lane,,Newtown Lane,,Newtown Lane,,,,,,,E0037833,Newton,Daresbury,,Runcorn,EN,Newton (Runcorn),EN,false,UKOS,358497,381700,-2.62465,53.33058,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000836,,,,SUMMER LANE,,SUMMER LANE,,Summer Lane Cottages,,Summer lane,,,,,,,E0037838,Preston on the Hill,Runcorn,,Runcorn,EN,Preston on the Hill,EN,false,UKOS,358381,381081,-2.62631,53.325,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000837,,,,SUMMER LANE,,SUMMER LANE,,Summer Lane Cottages,,Summer Lane,,,,,,,E0037838,Preston on the Hill,Runcorn,,Runcorn,EN,Preston on the Hill,EN,false,UKOS,358369,381100,-2.62649,53.32517,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000838,halpmawa,,,Tunnel Top,,Tunnel Top,,A533 Northwich Road,,A533 Northwich Road,,,,,,NW,E0037849,Tunnel Top,Preston Brook,,Runcorn,EN,Tunnel Top,EN,false,UKOS,357041,379433,-2.6462,53.31008,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000834,,,,SUMMER LANE,,Newton Lane (H&R),,Summer Lane Cottages,,Summer Lane,,,,,,,E0037833,Newton,Daresbury,,Runcorn,EN,Newton (Runcorn),EN,false,UKOS,358492,381710,-2.62472,53.33066,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000830,halagmdw,,,Moore Lane,,Moore Lane,,Moore Lane,,Runcorn Road,,,,,,N,E0053153,Moore,Runcorn,,Runcorn,EN,Moore,EN,false,UKOS,358232,384720,-2.62902,53.3577,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000831,halagmga,,,Moore Lane,,Moore Lane,,Moore Lane,,Runcorn Road,,,,,,S,E0053153,Moore,Runcorn,,Runcorn,EN,Moore,EN,false,UKOS,358294,384758,-2.6281,53.35804,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000832,,,,Moore Promenade,,Moore Promenade,,Moore Promenade,,Moss Lane,,,,,,,E0053153,Moore,Runcorn,,Runcorn,EN,Moore,EN,false,UKOS,357416,385061,-2.64133,53.3607,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000833,,,,Moore Loop,,Moore Loop,,Moore Loop,,Moore Lane,,,,,,,E0053153,Moore,Runcorn,,Runcorn,EN,Moore,EN,false,UKOS,357627,385231,-2.63818,53.36224,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000840,haldmpmd,,,Whitehouse Industrial Estate,,Whitehouse Ind Est,,Whitehouse Ind Estate,,Whitehouse Industrial Estate,,,,,,NW,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356318,380144,-2.65715,53.31641,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000846,halagmgw,,,Post Office,,Post Office,,Post Office,,Chester Road,,,,,,N,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356632,380584,-2.6525,53.32039,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000847,halagmja,,,Post Office,,Post Office,,Post Office,,Chester Road,,,,,,S,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356733,380632,-2.65099,53.32083,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000848,halagmjd,,,Chester Road,,Chester Rd,,Chester Rd,,Chester Road,,,,,,N,E0037838,Preston on the Hill,Runcorn,,Runcorn,EN,Preston on the Hill,EN,false,UKOS,357059,381066,-2.64615,53.32476,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000849,halagmjg,,,Chester Road,,Chester Rd,,Chester Rd,,Chester Road,,,,,,S,E0037838,Preston on the Hill,Runcorn,,Runcorn,EN,Preston on the Hill,EN,false,UKOS,357067,381060,-2.64603,53.32471,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000844,halagmgp,,,Travel Inn,,Travel Inn,,Travel Inn,,Chester Road,,,,,,NE,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,355930,379944,-2.66294,53.31458,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2021-06-08T16:25:20,10,new,active
068000000845,halagmgt,,,Travel Inn,,Travel Inn,,Travel Inn,,Chester Road,,,,,,S,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,355911,379914,-2.66322,53.31431,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000841,halagmgd,,,Aston Lane,,Aston Lane,,Aston Lane,,Northwich Road,,,,,,E,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356341,379766,-2.65675,53.31302,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000842,halagmgj,,,Aston Lane,,Aston Lane,,Aston Lane,,Northwich Road,,,,,,W,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356171,379777,-2.6593,53.3131,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000843,halagmgm,,,Northwich Corner,,Northwich Corner,,Northwich Corner,,Towards Northwich,,,,,,E,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,355893,379837,-2.66348,53.31362,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000715,halagdpd,,,Hillview School,,Hillview School,,Hillview School,,Beechwood Avenue,,,,,,SW,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353477,380071,-2.69978,53.31552,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000716,halagdpg,,,Hillview School,,Hillview School,,Hillview School,,Beechwood Avenue,,,,,,NE,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353478,380092,-2.69977,53.3157,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000717,halagdpj,,,Martindale,,Martindale,,Martindale,,Beechwood Avenue,,,,,,W,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353125,379860,-2.70503,53.31359,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-08T14:11:35,37,new,active
068000000718,halagdpm,,,Martindale,,Martindale,,Martindale,,Beechwood Avenue,,,,,,E,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353126,379873,-2.70502,53.3137,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000713,halagdmw,,,Cherry Blossom,,Cherry Blossom,,Cherry Blossom,,Beechwood Avenue,,,,,,NW,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353762,380112,-2.69551,53.31591,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000714,halagdpa,,,Cherry Blossom,,Cherry Blossom,,Cherry Blossom,,Beechwood Avenue,,,,,,SE,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353773,380116,-2.69534,53.31595,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000709,,,,Palacefields Avenue,,Palacefields Ave,,Palacefields Avenue,,Palacefields Avenue,,,,,,,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354536,381291,-2.68406,53.32657,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,2026-06-05T13:46:06,237,new,active
068000000710,,,,Palacefields Avenue,,Palacefields Ave,,Palacefields Avenue,,Palacefields Avenue,,,,,,,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354528,381281,-2.68418,53.32648,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,2026-06-05T13:46:06,141,new,active
06800000011A,halagtat,,,THE GLEN,,The Glen,,Palacefields Avenue,,Palacefields Avenue,,,,,,SE,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354031,380624,-2.69154,53.32053,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000711,halagdmp,,,The Glen,,The Glen,,The Glen,,Palacefields Avenue,,,,,,S,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354112,380530,-2.69031,53.3197,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000712,halagdmt,,,The Glen,,The Glen,,The Glen,,Palacefields Avenue,,,,,,NW,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354054,380590,-2.69119,53.32023,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000719,halagdpt,,,Beechwood,,Beechwood PH,,Beechwood PH,,Beechwood Avenue,,,,,,W,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353031,380378,-2.70652,53.31824,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000720,halagdpw,,,Beechwood,,Beechwood PH,,Beechwood PH,,Beechwood Avenue,,,,,,E,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353095,380358,-2.70555,53.31806,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000725,halagdtm,,,Clifton Top,,Clifton Top,,Clifton Top,,Rocksavage Expressway,,,,,,SW,E0037814,Clifton,Runcorn,,Runcorn,EN,Clifton,EN,false,UKOS,352695,380229,-2.71154,53.31687,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000726,halagdtp,,,Clifton Top,,Clifton Top,,Clifton Top,,Rocksavage Expressway,,,,,,NW,E0037814,Clifton,Runcorn,,Runcorn,EN,Clifton,EN,false,UKOS,352678,380210,-2.71179,53.31669,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000727,halagdtw,,,Clifton Village,,Clifton Village,,Clifton Village,,Clifton Lane,,,,,,SW,E0037814,Clifton,Runcorn,,Runcorn,EN,Clifton,EN,false,UKOS,352633,379827,-2.71241,53.31325,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000728,halagdwa,,,Works Cottages,,Works Cottages,,Works Cottages,,Clifton Road,,,,,,S,E0037814,Clifton,Runcorn,,Runcorn,EN,Clifton,EN,false,UKOS,353439,379181,-2.70022,53.30751,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000729,halagdwd,,,Works Cottages,,Works Cottages,,Works Cottages,,Clifton Road,,,,,,N,E0037814,Clifton,Runcorn,,Runcorn,EN,Clifton,EN,false,UKOS,353416,379161,-2.70056,53.30733,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000723,halagdtg,,,Mormon Church,,Mormon Church,,Mormon Church,,Clifton Road,,,,,,W,E0037842,Runcorn Heath,Runcorn,,Runcorn,EN,Runcorn Heath,EN,false,UKOS,352351,380588,-2.71676,53.32006,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000724,halagdtj,,,Mormon Church,,Mormon Church,,Mormon Church,,Clifton Road,,,,,,E,E0037842,Runcorn Heath,Runcorn,,Runcorn,EN,Runcorn Heath,EN,false,UKOS,352336,380612,-2.71699,53.32028,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000721,halagdta,,,Coniston Close,,Coniston Close,,Coniston Close,,Beechwood Avenue,,,,,,NW,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,352698,380492,-2.71153,53.31923,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000722,halagdtd,,,Coniston Close,,Coniston Close,,Coniston Close,,Beechwood Avenue,,,,,,SE,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,352702,380524,-2.71148,53.31952,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000651,halagdjd,,,Cavendish Road,,Cavendish Rd,,Cavendish Rd,,Cavendish Farm Road,,,,,,SW,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,351116,380395,-2.73526,53.31821,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000652,halagdjg,,,Royal Oak,,Royal Oak,,Royal Oak,,Heath Road South,,,,,,NW,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,350839,380655,-2.73946,53.32053,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-13T16:02:40,36,new,active
068000000653,halagdjm,,,Ashton Close,,Ashton Close,,Ashton Close,,Heath Road South,,,,,,SE,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,350843,380717,-2.73941,53.32108,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000654,halagdjp,,,Water Tower,,Water Tower,,Water Tower,,Heath Road South,,,,,,NW,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,350905,380931,-2.73851,53.32301,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000655,halagdjt,,,Water Tower,,Water Tower,,Water Tower,,Heath Road South,,,,,,SE,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,350913,380965,-2.7384,53.32332,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000649,halagdgw,,,The Cross,,The Cross,,The Cross,,Heath Road South,,,,,,S,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,350863,380466,-2.73907,53.31883,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000650,halagdja,,,The Cross,,The Cross,,The Cross,,Western Road,,,,,,NW,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,350853,380465,-2.73922,53.31882,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000647,halagdgp,,,Nelson Drive,,Nelson Dr,,Nelson Dr,,Weston Road,,,,,,SE,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,350656,380800,-2.74223,53.32181,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000648,halagdgt,,,Nelson Drive,,Nelson Dr,,Nelson Dr,,Weston Road,,,,,,NW,E0037857,Weston,Runcorn,,Runcorn,EN,Weston,EN,false,UKOS,350643,380790,-2.74243,53.32172,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000704,haldtpmg,,,Worthington Close,,Worthington Cl,,Worthington Close,,Worthington Close,,,,,,NW,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354227,381284,-2.6887,53.32648,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000705,halagdmj,,,ASDA- HALTON LEA,,ASDA - HALTON LEA,,ASDA- HALTON LEA,,Asda- Halton Lea,,,,,,NW,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,353430,381561,-2.7007,53.3289,BCT,CUS,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000706,haldwtda,,,Martin Close,,Martin Cl,,Martin Close,,Palace Fields Avenue,,,,,,SW,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354549,381154,-2.68384,53.32534,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2017-03-15T14:49:13,2,new,active
068000000707,halgawmp,,,Martin Close,,Martin Cl,,Martin Close,,Martin Close,,,,,,SE,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354532,381144,-2.6841,53.32525,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2017-04-11T09:59:51,4,new,active
068000000703,haldptat,,,Palace Fields Avenue,,Palace Fields Ave,,Palace Fields Avenue,,Palace Fields Avenue,,,,,,NE,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354310,381320,-2.68746,53.32681,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000656,halagdjw,,,Heath Drive,,Heath Dr,,Heath Dr,,Heath Road South,,,,,,NE,E0037842,Runcorn Heath,Runcorn,,Runcorn,EN,Runcorn Heath,EN,false,UKOS,351180,381376,-2.73446,53.32704,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000657,halagdma,,,Heath Drive,,Heath Dr,,Heath Dr,,Heath Road South,,,,,,SW,E0037842,Runcorn Heath,Runcorn,,Runcorn,EN,Runcorn Heath,EN,false,UKOS,351197,381380,-2.7342,53.32707,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000771,halagjgm,,,Ridding Lane,,Ridding Lane,,Ridding Lane,,Southern Expressway,,,,,,NE,N0065332,Brookvale,Runcorn,,Runcorn,EN,Brookvale,EN,false,UKOS,354798,380005,-2.67994,53.31504,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000772,halagjgp,,,Ridding Lane,,Ridding Lane,,Ridding Lane,,Southern Expressway,,,,,,NW,N0065332,Brookvale,Runcorn,,Runcorn,EN,Brookvale,EN,false,UKOS,354701,379984,-2.68139,53.31484,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000774,halagjgw,,,Chester Road,,Chester Rd,,Chester Rd,,,,,,,,NW,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355429,379767,-2.67044,53.31295,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000775,halagjma,,,Halton Arms,,Halton Arms,,Halton Arms,,Murdishaw Avenue,,,,,,N,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355313,380181,-2.67224,53.31666,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000776,halagjmd,,,Halton Arms,,Halton Arms,,Halton Arms,,Murdishaw Avenue,,,,,,S,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355326,380156,-2.67204,53.31644,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000762,,,,Castlefields Avenue North,,Castlefields Ave N,,Castlefields Avenue North,,Castlefields Avenue North,,,,,,,N0070316,Castlefields,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,353788,382821,-2.69551,53.34026,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,2024-02-06T08:05:12,86,new,active
068000000757,halagjdw,,,Greenbridge,,Greenbridge,,Greenbridge,,,,,,,,S,N0070316,Castlefields,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,354460,382412,-2.68536,53.33664,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000758,halagjga,,,Greenbridge,,Greenbridge,,Greenbridge,,,,,,,,N,N0070316,Castlefields,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,354465,382411,-2.68529,53.33663,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000759,halagjgd,,,The Barge,,The Barge,,The Barge,,Castlefields Avenue East,,,,,,NW,N0070316,Castlefields,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,354317,382793,-2.68756,53.34005,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000760,halagjgj,,,The Barge,,The Barge,,The Barge,,Castlefields Avenue East,,,,,,SE,N0070316,Castlefields,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,354330,382793,-2.68737,53.34006,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000761,,,,Castlefields Avenue North (hail And Ride),,Castlflds Av N (hr),,Castlefields Avenue North,,Castlefields Avenue North,,,,,,,N0070316,Castlefields,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,353781,382840,-2.69562,53.34043,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,2020-12-17T11:56:32,39,new,active
068000000037,haladamt,,,Murdishaw Avenue,,Murdishaw Ave,,Murdishaw Ave,,Busway (Murdishaw),,,,,,N,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355906,380727,-2.66341,53.32162,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000038,haladamw,,,Murdishaw Avenue,,Murdishaw Ave,,Murdishaw Ave,,Busway (Muurishaw),,,,,,S,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355921,380700,-2.66318,53.32138,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000782,,,,Murdishaw Avenue,,Murdishaw Ave,,Murdishaw Avenue,,Murdishaw Avenue,,,,,,,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,356040,380769,-2.66141,53.32201,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000785,,,,Littlebourne Park,,Littlebourne Park,,Littlebourne Park,,Littlebourne,,,,,,,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,356256,381159,-2.65822,53.32553,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000786,,,,Marina Village,,Marina Village,,Marina Village,,Marina Lane,,,,,,,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,356373,381094,-2.65645,53.32496,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000787,,,,Windmill Hill Estate,,Windmill Hill,,Greenbridge Road,,Greenbridge Road,,,,,,,N0065324,Windmill Hill,Norton,,Runcorn,EN,Windmill Hill,EN,false,UKOS,354923,382512,-2.67842,53.33758,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
