ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
068000000781,halagjmt,,,Tower Lane,,Tower Lane,,Tower Lane,,Norton Station Road,,,,,,NW,E0037821,Eanley Wood,Norton,,Runcorn,EN,Eanley Wood,EN,false,UKOS,355651,381693,-2.66738,53.33028,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000777,halagjmg,,,The Hove,,The Hove,,The Hove,,Barnfield Avenue,,,,,,NE,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355556,380768,-2.66867,53.32196,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000778,halagjmj,,,Runcorn East,,Runcorn East,,Runcorn East,,Barnfield Avenue,,,,,,NE,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355816,381338,-2.66485,53.3271,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000779,halagjmp,,,Runcorn East,,Runcorn East,,Runcorn East,,Barnfield Avenue,,,,,,SW,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355821,381329,-2.66477,53.32702,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000780,,,,Norton Hill,,Norton Hill,,Norton Station Rd,,Norton Hill,,,,,,,N0065324,Windmill Hill,Norton,,Runcorn,EN,Windmill Hill,EN,false,UKOS,355472,382527,-2.67018,53.33776,BCT,HAR,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000743,halagjad,,,The Brow,,The Brow,,The Brow,,Halton Brow,,,,,,E,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353627,382328,-2.69786,53.33581,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000744,halagjag,,,The Brow,,The Brow,,The Brow,,Halton Brow,,,,,,W,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353605,382327,-2.69819,53.3358,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000745,halagjaj,,,Norton Arms,,Norton Arms,,Norton Arms,,Main Street,,,,,,NE,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353741,382152,-2.69612,53.33424,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000746,halagpwt,,,NORTON ARMS,,Norton Arms,,Norton Arms Pub,,Main Street,,,,,,NE,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353713,382139,-2.69654,53.33412,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000741,halagdwp,,,The Calvers,,The Calvers,,The Calvers,,Halton Brow,,,,,,E,E0037823,Halton Brook,Runcorn,,Runcorn,EN,Halton Brook,EN,false,UKOS,353415,382409,-2.70105,53.33652,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000742,halagdwt,,,The Calvers,,The Calvers,,The Calvers,,Halton Brow,,,,,,W,E0037823,Halton Brook,Runcorn,,Runcorn,EN,Halton Brook,EN,false,UKOS,353387,382413,-2.70147,53.33656,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000730,halagdwg,,,Wood Lane,,Wood Lane,,Wood Lane,,Wood Lane,,,,,,S,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353995,379812,-2.69197,53.31323,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000731,halagdwj,,,Wood Lane,,Wood Lane,,Wood Lane,,Wood Lane,,,,,,N,N0065330,Beechwood,Runcorn,,Runcorn,EN,Beechwood,EN,false,UKOS,353984,379808,-2.69213,53.3132,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000732,halagdwm,,,Station Road,,Station Rd,,Station Rd,,Clifton Road,,,,,,SE,E0037814,Clifton,Runcorn,,Runcorn,EN,Clifton,EN,false,UKOS,353476,379420,-2.6997,53.30966,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000747,halagjam,,,Hollybank Road,,Hollybank Rd,,Hollybank Rd,,Main Street,,,,,,N,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353673,381944,-2.69711,53.33237,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000753,halagjdj,,,Stockham Lane,,Stockham Lane,,Stockham Lane,,Norton Lane,,,,,,N,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,354300,381721,-2.68766,53.33042,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000754,halagjdm,,,Stockham Lane,,Stockham Lane,,Stockham Lane,,Norton Lane,,,,,,S,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,354308,381721,-2.68754,53.33042,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000755,halagjdp,,,Primrose Close,,Primrose Close,,Primrose Close,,Castlefields Avenue East,,,,,,N,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,354095,382018,-2.69079,53.33307,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000756,halagjdt,,,Primrose Close,,Primrose Close,,Primrose Close,,Castlefields Avenue East,,,,,,S,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,354103,382018,-2.69067,53.33307,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000751,halagjda,,,Pump Lane,,Pump Lane,,Pump Lane,,Main Street,,,,,,NW,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353952,381743,-2.69289,53.33058,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000752,halagjdg,,,Pump Lane,,Pump Lane,,Pump Lane,,Main Street,,,,,,NW,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353950,381731,-2.69292,53.33048,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000748,halagjap,,,Lodge Lane,,Lodge Lane,,Lodge Lane,,Main Street,,,,,,W,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353695,381860,-2.69677,53.33161,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000749,halagjat,,,British Legion,,British Legion,,British Legion,,,,,,,,N,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353841,381772,-2.69456,53.33084,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000750,halagjaw,,,British Legion,,British Legion,,British Legion,,Min Street,,,,,,NW,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353848,381754,-2.69446,53.33067,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000126,haladjag,,,Carr Lane,,Carr Lane,,Carr Lane,,Higher Lane,,,,,,SW,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,346941,384437,-2.79861,53.35414,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000127,haladjaj,,,Carr Lane,,Carr Lane,,Carr Lane,,Higher Lane,,,,,,NE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,346953,384456,-2.79843,53.35431,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000128,haladjam,,,Ramsbrook Lane,,Ramsbrook Lane,,Ramsbrook Lane,,Higher Lane,,,,,,W,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,346147,384308,-2.81051,53.3529,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000124,haladgwt,,,Cottages,,Cottages,,Cottages,,Hale Bank Road,,,,,,W,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,347551,384419,-2.78944,53.35404,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000125,haladjad,,,Cottages,,Cottages,,Cottages,,Hale Bank Road,,,,,,SE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,347557,384436,-2.78935,53.35419,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000121,haladgwj,,,Cock & Trumpet,,Cock & Trumpet,,Cock & Trumpet,,Hale Bank Road,,,,,,NW,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,348370,383891,-2.77705,53.34937,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000122,haladgwm,,,Bee Hive,,Bee Hive,,Bee Hive,,Hale Bank Road,,,,,,NW,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,347759,384260,-2.78629,53.35263,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000123,haladgwp,,,Bee Hive,,Bee Hive,,Bee Hive,,Hale Bank Road,,,,,,SE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,347717,384304,-2.78693,53.35302,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000153,haladjmj,,,Crisp Factory,,Crisp Factory,,Crisp Factory,,Everite Road,,,,,,N,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,348753,385306,-2.77153,53.36213,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000191,haladmaj,,,Egypt Street,,Egypt St,,Egypt St,,Lower House Lane,,,,,,NE,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,350783,385373,-2.74104,53.36292,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000192,haladmam,,,Egypt Street,,Egypt St,,Egypt St,,Lower House Lane,,,,,,SW,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,350797,385368,-2.74083,53.36288,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-08T13:43:53,45,new,active
068000000193,haladmap,,,Wavertree Avenue,,Wavertree Ave,,Wavertree Ave,,Lowerhouse Lane,,,,,,N,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,350870,385851,-2.73981,53.36723,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000194,haladmat,,,Sinclair Avenue,,Sinclair Ave,,Sinclair Ave,,Lowerhouse Lane,,,,,,S,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,350874,385765,-2.73973,53.36646,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000185,haladjwt,,,Ditton Centre,,Ditton Centre,,Ditton Centre,,Dundalk Road,,,,,,SE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,350025,385836,-2.7525,53.36702,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000186,haladmad,,,Ditton Centre,,Ditton Centre,,Ditton Centre,,Dundalk Road,,,,,,SE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,349986,385883,-2.75309,53.36743,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000181,haladjwg,,,Lower House Lane,,Lower House Ln,,Lower House Ln,,Dundalk Road,,,,,,NW,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,350714,385288,-2.74206,53.36215,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000182,haladjwj,,,Lower House Lane,,Lower House Ln,,Lower House Ln,,Dundalk Road,,,,,,SE,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,350689,385323,-2.74244,53.36247,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000183,haladjwm,,,Ditton Rec.,,Ditton Rec.,,Ditton Rec.,,Dundalk Road,,,,,,NW,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,350207,385698,-2.74974,53.36579,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000184,haladjwp,,,Ditton Rec.,,Ditton Rec.,,Ditton Rec.,,Ditton Rec.,,,,,,SE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,350238,385687,-2.74928,53.3657,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-08T13:52:45,45,new,active
068000000197,haldamam,,,Queensbury Way,,Queensbury Way,,Queensbury Way,,Queensbury Way,,,,,,E,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,349857,387034,-2.75522,53.37777,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000198,haldgmpa,,,Queensbury Way,,Queensbury Way,,Queensbury Way,,Queensbury Way,,,,,,SW,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,350040,387101,-2.75248,53.37839,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000199,haldjpap,,,Queensbury Way,,Queensbury Way,,Queensbury Way,,,,,,,,N,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,350288,387556,-2.74882,53.3825,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000158,haladjpd,,,Ash Lane,,Ash Lane,,Ash Lane,,Ditchfield Road,,,,,,NE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,348379,385911,-2.77725,53.36753,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000159,haladjpg,,,Ash Lane,,Ash Lane,,Ash Lane,,Ditchfield Road,,,,,,SW,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,348376,385870,-2.77729,53.36716,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000160,haladjpj,,,Hall Avenue,,Hall Ave,,Hall Ave,,Ditchfield Road,,,,,,NE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,348482,386235,-2.77575,53.37045,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000161,haladjpm,,,Hall Avenue,,Hall Ave,,Hall Ave,,Ditchfield Road,,,,,,SW,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,348472,386174,-2.77589,53.3699,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000162,haladjpt,,,Royal Avenue,,Royal Avenue,,Royal Ave,,Royal Avenue,,,,,,S,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,349102,386206,-2.76643,53.37025,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000215,haladmja,,,Royal Avenue,,Royal Avenue,,Royal Ave,,Liverpool Road,,,,,,W,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,349026,386261,-2.76758,53.37074,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000216,haladmjd,,,Royal Avenue,,Royal Avenue,,Royal Ave,,Liverpool Road,,,,,,SE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,349174,386266,-2.76536,53.3708,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000156,haladjmw,,,Oakfield Drive,,Oakfield Dr,,Oakfield Dr,,Ditchfield Road,,,,,,NW,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,348422,385655,-2.77656,53.36523,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000157,haladjpa,,,Oakfield Drive,,Oakfield Dr,,Oakfield Dr,,Ditchfield Road,,,,,,SE,E0037819,Ditton,Widnes,,Widnes,EN,Ditton,EN,false,UKOS,348427,385667,-2.77649,53.36534,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-13T15:47:15,39,new,active
068000000039,haladapa,,,Murdishaw Cen.,,Murdishaw,,Murdishaw Cen.,,,,,,,,NW,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355831,380925,-2.66457,53.32339,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000040,haladapd,,,Murdishaw Cen.,,Murdishaw,,Murdishaw Cen.,,,,,,,,SW,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355833,380936,-2.66454,53.32349,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000041,haladapg,,,Barnfield Avenue,,Barnfield Ave,,Barnfield Ave,,,,,,,,SW,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355665,380688,-2.66703,53.32125,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000042,haladapj,,,Barnfield Avenue,,Barnfield Ave,,Barnfield Ave,,,,,,,,NE,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355692,380763,-2.66663,53.32193,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000033,haladamd,,,Guinness,,Guinness,,Guinness,,Busway (Whitehouse),,,,,,NE,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356272,379865,-2.6578,53.3139,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000034,haladamg,,,Guinness,,Guinness,,Guinness,,,,,,,,SW,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356280,379859,-2.65768,53.31385,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000035,haladamj,,,Chester Road,,Chester Road,,Chester Rd,,Busway (Whitehouse),,,,,,NW,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356113,380138,-2.66022,53.31634,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000036,haladamp,,,Chester Road,,Chester Road,,Chester Rd,,,,,,,,SE,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356215,380044,-2.65868,53.31551,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000047,haladatd,,,Parkside,,Parkside,,Parkside,,,,,,,,NW,N0065332,Brookvale,Runcorn,,Runcorn,EN,Brookvale,EN,false,UKOS,354572,380598,-2.68342,53.32035,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000048,haladatg,,,Parkside,,Parkside,,Parkside,,,,,,,,SE,N0065332,Brookvale,Runcorn,,Runcorn,EN,Stockham Lane,EN,false,UKOS,354578,380616,-2.68333,53.32051,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000049,haladatj,,,Palacefields,,Palacefields,,Palacefields,,,,,,,,NW,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354173,380859,-2.68945,53.32266,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000050,haladatm,,,Palacefields,,Palacefields,,Palacefields,,,,,,,,SE,N0065331,Palace Fields,Runcorn,,Runcorn,EN,Palace Fields,EN,false,UKOS,354182,380865,-2.68931,53.32271,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2019-05-20T08:32:11,4,new,active
068000000043,haladapm,,,Ormiston Bolingbroke Academy,,Halton High,,Halton High,,,,,,,,W,N0065332,Brookvale,Runcorn,,Runcorn,EN,Brookvale,EN,false,UKOS,355304,380428,-2.67241,53.31888,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2025-11-11T09:27:41,81,new,active
068000000044,haladapt,,,Ormiston Bolingbroke Academy,,Halton High,,Halton High,,,,,,,,NE,N0065332,Brookvale,Runcorn,,Runcorn,EN,Brookvale,EN,false,UKOS,355358,380443,-2.6716,53.31902,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2025-11-11T09:28:26,73,new,active
068000000045,haladapw,,,Brookvale,,Brookvale,,Brookvale,,,,,,,,NW,N0065332,Brookvale,Runcorn,,Runcorn,EN,Brookvale,EN,false,UKOS,354894,380424,-2.67856,53.31881,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000046,haladata,,,Brookvale,,Brookvale,,Brookvale,,,,,,,,E,N0065332,Brookvale,Runcorn,,Runcorn,EN,Brookvale,EN,false,UKOS,354905,380437,-2.6784,53.31893,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000031,haladajw,,,Cearns & Brown,,Cearns & Brown,,Cearns & Brown,,Busway (Whitehouse),,,,,,NE,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356164,379644,-2.65939,53.31191,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000032,haladama,,,Cearns & Brown,,Cearns & Brown,,Cearns & Brown,,Busway (Whitehouse),,,,,,SW,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356182,379675,-2.65912,53.31219,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000016,haladadt,,,Eddison Road,,Eddison Rd,,Eddison Rd,,,,,,,,W,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,352524,383136,-2.71454,53.34298,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000017,haladadw,,,Eddison Road,,Eddison Rd,,Eddison Rd,,,,,,,,E,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,352508,383146,-2.71478,53.34307,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000018,haladaga,,,Davy Road,,Davy Road,,Davy Rd,,,,,,,,W,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,353026,383149,-2.707,53.34314,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000019,haladagd,,,Davy Road,,Davy Road,,Davy Rd,,,,,,,,E,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,353030,383166,-2.70695,53.34329,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000015,haladadp,,,The Linnets,,The Linnets,,The Linnets,,,,,,,,W,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,352260,383136,-2.71851,53.34295,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000013,haladadj,,,Mason Street,,Mason Street,,Mason St,,,,,,,,W,E0037841,Runcorn,,,Runcorn,EN,Runcorn,EN,false,UKOS,352129,383130,-2.72047,53.34289,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-11-25T11:52:29,0,new,active
068000000014,haladadm,,,Mason Street,,Mason St,,Mason St,,,,,,,,E,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,352176,383143,-2.71977,53.34301,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000020,haladagj,,,Chadwick Road,,Chadwick Rd,,Chadwick Rd,,,,,,,,W,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,353339,383152,-2.7023,53.3432,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-03-08T14:03:44,0,new,active
068000000021,haladagm,,,Chadwick Road,,Chadwick Rd,,Chadwick Rd,,Buusway (Astmoor),,,,,,E,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,353332,383163,-2.70241,53.34329,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000028,haladajm,,,Whitehouse,,Whitehouse,,Whitehouse,,Busway (Whitehouse),,,,,,W,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356555,379574,-2.65351,53.31131,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000030,haladajt,,,YKK,,YKK,,YKK,,Busway (Whitehouse),,,,,,E,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356287,379556,-2.65753,53.31113,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000029,haladajp,,,YKK,,YKK,,YKK,,Busway (Whitehouse),,,,,,W,E0037837,Preston Brook,Runcorn,,Runcorn,EN,Preston Brook,EN,false,UKOS,356287,379547,-2.65753,53.31105,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000024,haladagw,,,Arkwright Road,,Arkwright Rd,,Arkwright Rd,,,,,,,,W,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,353795,383285,-2.69548,53.34443,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
