file,table,column,type,issues,nulls/total,samples
src/main/resources/Torino__/Torino_nodes.gpkg,Torino_nodes,p_rad,INTEGER,OK,0/31401,32 | 17 | 10 | 19 | 33 | 39 | 44 | 17 | 45 | 45 | 44 | 44 | 17 | 6 | 17 | 32 | 32 | 17 | 8 | 17
src/main/resources/Torino__/Torino_nodes.gpkg,Torino_nodes,gateway,INTEGER,OK,0/31401,0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0
src/main/resources/Torino__/Torino_nodes.gpkg,Torino_nodes,district,INTEGER,OK,0/31401,32 | 17 | 10 | 19 | 33 | 39 | 44 | 17 | 45 | 45 | 44 | 44 | 17 | 6 | 17 | 32 | 32 | 17 | 8 | 17
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,fid,INTEGER,OK,0/44278,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,key,TEXT,OK,0/44278,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,name,TEXT,OK,19758/44278,Via Antonio Fontanesi | Corso Cairoli | Piazza Generale Carlo Di Robilant | Corso Bramante | Corso Moncalieri | Strada Pianezza | Via Giorgio Ghedini | Via Guastalla | Via Puglia | Via Puglia | Piazza Sofia | Via Arcangelo Corelli | Largo Montebello | Via Gioachino Rossini | Via Montebello | Corso Belgio | Largo Maresciallo Rosario Berardi | Via Montebello | Via Sempione | Via Lorenzo Martini
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,highway,TEXT,OK,0/44278,tertiary | secondary | tertiary | secondary | secondary | secondary | residential | residential | residential | residential | tertiary | tertiary | residential | tertiary | residential | secondary | secondary | residential | tertiary | residential
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,lit,TEXT,OK,17425/44278,yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes | yes
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,foot,TEXT,OK,41426/44278,yes | designated | designated | yes | designated | yes | permissive | designated | designated | yes | designated | designated | yes | yes | yes | designated | yes | yes | yes | yes
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,footway,TEXT,OK,36224/44278,crossing | crossing | crossing | crossing | crossing | crossing | crossing | crossing | sidewalk | sidewalk | crossing | crossing | crossing | crossing | sidewalk | sidewalk | sidewalk | crossing | crossing | crossing
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,cycleway,TEXT,OK,43369/44278,lane | no | no | crossing | no | no | no | crossing | no | no | no | no | no | no | no | no | no | no | track | no
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,access,TEXT,OK,43933/44278,permissive | yes | yes | yes | yes | permissive | yes | yes | yes | yes | yes | yes | permissive | yes | destination | yes | permissive | permissive | permissive | yes
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,surface,TEXT,OK,8212/44278,asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | sett
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,width,TEXT,OK,43110/44278,4 | 9 | 2.7 | 0.4 | 15 m | 5.5 | 10 | 3.5 | 9 | 4 | 7 | 8.8 | 10 | 18 | 0.6 | 7.4 | 6 | 3 | 3 | 3
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk:right,TEXT,NON_STANDARD_COLUMN_NAME,43145/44278,separate | separate | separate | separate | separate | separate | separate | separate | separate | separate | yes | separate | separate | separate | separate | separate | separate | separate | separate | separate
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk,TEXT,OK,33600/44278,both | both | both | left | both | right | both | no | both | both | both | both | both | right | right | both | both | no | both | no
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk:right:surface,TEXT,NON_STANDARD_COLUMN_NAME,42438/44278,asphalt | asphalt | asphalt | paving_stones | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk:left,TEXT,NON_STANDARD_COLUMN_NAME,43288/44278,no | no | no | no | no | no | no | no | no | yes | separate | no | no | no | no | no | yes | no | no | yes
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk:both:surface,TEXT,NON_STANDARD_COLUMN_NAME,42251/44278,paving_stones | asphalt | paving_stones | asphalt | asphalt | asphalt | paving_stones | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | paving_stones | paving_stones | asphalt
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk:both,TEXT,NON_STANDARD_COLUMN_NAME,44085/44278,separate | separate | separate | separate | yes | separate | separate | separate | separate | separate | separate | separate | separate | separate | separate | separate | separate | separate | separate | separate
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk:left:surface,TEXT,NON_STANDARD_COLUMN_NAME,44137/44278,asphalt | asphalt | paving_stones | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt | asphalt
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk:both:bicycle,TEXT,NON_STANDARD_COLUMN_NAME,44273/44278,yes | yes | no | no | no
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sidewalk:both:width,TEXT,NON_STANDARD_COLUMN_NAME,44278/44278,
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,edgeID,INTEGER,OK,0/44278,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,length,REAL,OK,0/44278,17.51445348843925 | 46.886046724629004 | 54.58741587841786 | 32.02673016348259 | 84.33730960916007 | 112.7737266499316 | 147.9035342224245 | 23.22876496472879 | 167.11928215332944 | 35.57413878684128 | 48.80428219394249 | 24.18913748165099 | 47.403747185792795 | 7.113997911115536 | 48.32939317012616 | 23.96930722021741 | 16.38302001873514 | 8.574833172330475 | 7.050474994318279 | 75.60807533263792
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,u,INTEGER,OK,0/44278,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,v,INTEGER,OK,0/44278,1901 | 20236 | 12299 | 30303 | 9127 | 1545 | 30304 | 29386 | 29296 | 1353 | 51 | 7422 | 14 | 504 | 4180 | 9766 | 4185 | 21984 | 10983 | 11984
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,bridge,BOOLEAN,OK,0/44278,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,a_rivers,TEXT,OK,0/44278,[] | [] | [] | [] | [1530] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | []
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,w_parks,TEXT,OK,0/44278,[] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | []
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,p_barr,TEXT,OK,0/44278,[] | [] | [] | [] | [1530] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | [] | []
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,n_barr,TEXT,OK,0/44278,[] | [] | [] | [] | [] | [] | [] | [] | [] | [1157] | [] | [] | [] | [] | [] | [] | [610] | [] | [] | []
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,sep_barr,BOOLEAN,OK,0/44278,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,intersecting,TEXT,OK,0/44278,"[0, 1889, 1997, 1998, 4443] | [1, 2778, 5137, 25298] | [2, 13464, 21255, 45088, 45093] | [3, 1524, 10201] | [4, 9846, 9847] | [5, 1610, 9787, 10085] | [6, 1110, 1358, 13053, 13054] | [7, 43390, 43435, 43438] | [8, 43205, 43206] | [9, 1397, 2765, 9375, 11270] | [10, 51, 8830, 9539, 12704, 14170] | [11, 7968, 7969] | [12, 14, 7835, 7836, 40443] | [13, 509, 13553, 21395, 21396, 40431, 40432] | [12, 14, 4435, 7836, 10816, 29592] | [15, 1321, 10570, 11795, 20097, 21835, 29055, 42063] | [16, 4314, 4441, 20095, 21531] | [17, 9323, 28264] | [18, 2478, 11971, 13763, 13941] | [19, 13070, 13071, 43440, 43441]"
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,x,REAL,OK,0/44278,1398031.433107025 | 1397145.5412546091 | 1393325.4398147694 | 1395834.959838381 | 1395752.9904996403 | 1391765.3004671447 | 1398521.6695924024 | 1397342.4024521764 | 1399703.3411949761 | 1399924.6610455068 | 1398944.9939299263 | 1398293.7588731956 | 1397325.987852258 | 1397259.9231317462 | 1397327.4479188113 | 1397929.72373741 | 1397858.3776360438 | 1397024.660876409 | 1397505.3861883571 | 1397299.4563733684
src/main/resources/Torino__/Torino_nodes_dual.gpkg,Torino_nodes_dual,y,REAL,OK,0/44278,4991556.448382569 | 4990622.741481863 | 4990635.823851894 | 4988446.611031809 | 4986478.065666032 | 4994880.668066202 | 4993903.51746169 | 4991442.629243042 | 4995650.744075362 | 4995721.618424606 | 4994217.839950118 | 4994162.23121266 | 4991803.748328472 | 4992036.017698815 | 4991844.452008336 | 4991710.248293247 | 4991641.383038248 | 4991280.742937621 | 4994609.276122682 | 4991586.027811277
